Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass,RunnerID,MarathonDate,MarathonResult,RaceOneResult,RaceOneResultInSeconds,RaceTwoResult,RaceTwoResultInSeconds
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.3571847125463897,-21.0,מרתון טבריה Winner ,42195,0.4028364116094987,-49.0,14116,0.3722451571927596,-0.007765404885184624,,1765.0,2016-03-18,03:55:16,03:51:36,13896,03:59:07,14347
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.40263333651369143,-21.0,מרתון טבריה Winner ,42195,0.3341688654353562,-49.0,15524,0.4616703715465227,0.09326927057199885,,1766.0,2016-03-18,04:18:44,02:10:42,7842,03:41:46,13306
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.25025125628140704,-104.0,ספורטיאדה ריצה ואופניים יום I,5000,0.13595617529880477,-10.0,13072,0.3035353864183866,0.11043167062828071,,1775.0,2017-02-24,03:37:52,01:15:17,4517,00:21:39,1299
מרתון סמסונג תל-אביב ,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.30645770392749244,-21.0,מרתון טבריה Winner ,42195,0.35890501319261214,-28.0,10908,0.16264079692688327,-0.17004056163316905,,1781.0,2016-02-26,03:01:48,01:13:08,4388,03:48:01,13681
מרתון טבריה Winner ,מרוץ אייל ,5000,0.23115970324092153,-55.0,ספורטיאדה ריצה ואופניים יום I,5000,0.20916334661354583,-10.0,13111,0.3213060686015831,0.10114454367434944,,1782.0,2017-01-06,03:38:31,00:25:34,1534,00:24:06,1446
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.21969435826726416,-84.0,מרוץ הלילה של תל-אביב,10000,0.1458966565349544,-16.0,12816,0.28686763461162834,0.10407212721051906,,1784.0,2017-02-24,03:33:36,01:37:07,5827,00:44:58,2698
מרתון טבריה Winner ,מרוץ מעגן מיכאל,10000,0.23974082073434125,-48.0,מרוץ הלילה של תל-אביב,10000,0.45003799392097266,-3.0,13022,0.3154353562005277,-0.029454051127129233,,1789.0,2017-01-06,03:37:02,00:47:33,2853,01:11:39,4299
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.22773756176031254,-35.0,מרוץ הלילה של תל-אביב,10000,0.1493161094224924,-16.0,12679,0.2928100263852243,0.10428319079382181,,1793.0,2017-01-06,03:31:19,01:38:17,5897,00:45:16,2716
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.25611857980006897,-35.0,מרוץ אייל ,15000,0.2258435032304379,-20.0,13348,0.3369393139841689,0.09595827246891545,,1794.0,2017-01-06,03:42:28,01:42:24,6144,01:12:27,4347
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,10000,0.1290020595394121,-21.0,מרתון טבריה Winner ,42195,0.2641160949868074,-49.0,13230,0.31597332486503654,0.11941424760192682,,1806.0,2016-03-18,03:40:30,00:42:05,2525,03:24:04,12244
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.22854188210961737,-35.0,מרוץ אייל ,15000,0.2114860014357502,-20.0,14331,0.4017810026385224,0.1817670608658386,,1813.0,2017-01-06,03:58:51,01:38:24,5904,01:10:47,4247
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.04779960933011605,-35.0,מרוץ אייל ,15000,0.032160804020100506,-20.0,8960,0.047493403693931395,0.007513197018823116,,1820.0,2017-01-06,02:29:20,01:12:11,4331,00:49:58,2998
מרתון סמסונג תל-אביב ,מרוץ אייל ,15000,0.2215362526920316,-104.0,מרוץ הלילה של תל-אביב ,10000,0.19076229815996995,-11.0,12922,0.2937691255941142,0.08761985016811347,,1821.0,2018-02-23,03:35:22,01:11:57,4317,00:47:57,2877
מרתון טבריה Winner ,מרוץ אייל ,15000,0.08183776022972003,-55.0,מרוץ אשדוד אליפות ישראל,5000,0.017074117190531625,-11.0,10011,0.11682058047493404,0.06736464176480822,,1840.0,2017-01-06,02:46:51,00:55:44,3344,00:17:21,1041
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.10731931517867402,-35.0,מרוץ אייל ,15000,0.08872936109117013,-20.0,10211,0.1300131926121372,0.031988854477215126,,1845.0,2017-01-06,02:50:11,01:20:49,4849,00:56:32,3392
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.4826486099355427,-21.0,מרתון טבריה Winner ,42195,0.399802110817942,-49.0,15810,0.47983486821213084,0.038609507835388523,,1851.0,2016-03-18,04:23:30,04:23:43,15823,03:58:21,14301
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.4152275546226505,-21.0,חצי מרתון עמק המעיינות,21097,0.2615190164311157,-84.0,17036,0.5577008574150524,0.21932757188816931,,1856.0,2017-03-17,04:43:56,02:12:54,7974,01:43:11,6191
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.4618139201770949,-21.0,מרתון טבריה Winner ,42195,0.566622691292876,-49.0,15768,0.4771673547157828,-0.03705095101920258,,1865.0,2016-03-18,04:22:48,04:18:23,15503,04:40:30,16830
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.3477721591451197,-21.0,מרתון טבריה Winner ,42195,0.5635883905013193,-49.0,16408,0.5178151794220387,0.06213490459881921,,1874.0,2016-03-18,04:33:28,02:01:07,7267,04:39:44,16784
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.35769274962656555,-35.0,מרוץ הלילה של תל-אביב,10000,0.2454407294832827,-16.0,17920,0.6385224274406333,0.3369556878857091,,1875.0,2017-01-06,04:58:40,01:57:08,7028,00:53:42,3222
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.44274406332453825,-49.0,חצי מרתון עמק המעיינות,21097,0.31793634378949787,-35.0,15422,0.4565401393319878,0.07619993577496975,,1876.0,2017-02-24,04:17:02,04:09:12,14952,01:51:22,6682
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.426749396759738,-35.0,מרוץ אייל ,15000,0.4238334529791816,-20.0,17751,0.6273746701846966,0.2020832453152368,,1878.0,2017-01-06,04:55:51,02:07:09,7629,01:35:26,5726
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.38129262747645337,-21.0,חצי מרתון חיפה ה-19,21097,0.3941636414409383,-91.0,17917,0.6189856110423856,0.23125747658368978,,1898.0,2017-02-24,04:58:37,01:24:09,5049,01:55:19,6919
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.38454043520623576,-21.0,מרוץ הלילה של תל-אביב,10000,0.36740121580547114,-79.0,15320,0.44989908197148254,0.07392825646562906,,1918.0,2017-02-24,04:15:20,01:24:29,5069,01:04:24,3864
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.39411697115937033,-84.0,מרוץ הלילה של תל-אביב,10000,0.3360562310030395,-16.0,16439,0.5227553877205547,0.1576687866393498,,1929.0,2017-02-24,04:33:59,02:02:25,7345,01:01:39,3699
Jerusalem Marathon ,מרוץ הגליל העליון ה-3,15000,0.4331667707682698,-14.0,מרתון סמסונג תל-אביב ,21097,0.2931972140062971,-7.0,15895,0.48523340743093046,0.12205141504364703,,1935.0,2017-03-17,04:24:55,01:18:00,4680,01:51:35,6695
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.49189934505342986,-84.0,מרוץ חיפה ,21097,0.372082274092905,-28.0,17546,0.5948303926036851,0.16283958303051765,,1937.0,2018-02-23,04:52:26,02:16:36,8196,01:59:38,7178
Jerusalem Marathon,International Tiberias Winner Marathon ,42195,0.597099171191769,-61.0,חצי מרתון עמק המעיינות,21097,0.34022750775594623,-37.0,16558,0.545995670995671,0.0773323315218134,,1940.0,2018-03-09,04:35:58,04:37:52,16672,01:54:36,6876
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.33195449844881075,-35.0,מרוץ הלילה של תל-אביב,10000,0.26006838905775076,-16.0,14995,0.44558047493403696,0.1495690311807562,,1949.0,2017-01-06,04:09:55,01:53:24,6804,00:54:59,3299
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.5290057946480891,-21.0,מרתון טבריה Winner ,42195,0.5670184696569921,-49.0,17542,0.589838043823436,0.04182591167089533,,1950.0,2017-03-17,04:52:22,04:35:35,16535,04:40:36,16836
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2934620245892221,-84.0,מרוץ אייל ,15000,0.2979181622397703,-20.0,15484,0.46057686047268703,0.16488676705819083,,1961.0,2017-02-24,04:18:04,01:47:49,6469,01:20:49,4849
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.3671405400248068,-21.0,מרתון טבריה Winner ,42195,0.4656992084432718,-49.0,16153,0.5016195617656399,0.08519968753160068,,1971.0,2017-03-17,04:29:13,02:04:30,7470,04:15:00,15300
מרתון סמסונג תל-אביב ,Desert Marathon ,21097,0.33052818071088474,-98.0,מרוץ הלילה של תל-אביב ,10000,0.31599699586932034,-17.0,17356,0.5824597955596067,0.2591972072695041,,2000.0,2018-02-23,04:49:16,02:13:52,8032,00:59:04,3544
Jerusalem Marathon ,מרוץ כפר-סבא ,10000,0.2751661918328585,-6.0,"המרתון המדברי, אילת ",21097,0.22643485546711353,-113.0,16209,0.5051762464274373,0.2543757227774513,,2016.0,2017-03-17,04:30:09,00:50:38,3038,01:53:49,6829
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.3950527704485488,-49.0,מרוץ הלילה של תל-אביב,10000,0.44870820668693007,-51.0,13788,0.3501530047529136,-0.0717274838148258,,2018.0,2017-02-24,03:49:48,03:57:09,14229,01:11:32,4292
מרתון סמסונג תל-אביב ,מסכמת תל אביב,5000,0.3827775012444002,-22.0,מרתון טבריה Winner ,42195,0.520514511873351,-27.0,17816,0.6124096620873755,0.16076365552849992,,2029.0,2016-02-26,04:56:56,00:29:45,1785,04:28:51,16131
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,10000,0.26886350870623477,-21.0,מרתון טבריה Winner ,10000,0.24377224199288255,-49.0,17074,0.5601143220069863,0.30379644665742767,,2032.0,2017-03-17,04:44:34,00:54:32,3272,00:51:51,3111
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,42195,0.5693769648470992,-47.0,מרוץ הלילה של תל-אביב ,10000,0.27694329703342097,-68.0,16242,0.5099290318380103,0.08676890089775025,,2035.0,2018-02-23,04:30:42,04:31:24,16284,00:55:36,3336
מרתון טבריה Winner ,מרוץ אייל ,15000,0.25398420674802585,-55.0,חצי מרתון חיפה ה-19,21097,0.3158335660430047,-8.0,14469,0.4108839050131926,0.12597501861767735,,2037.0,2017-01-06,04:01:09,01:15:43,4543,01:45:58,6358
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.5935933328992773,-14.0,חצי מרתון עמק המעיינות,21097,0.6003676893025394,-84.0,17380,0.6015963203463204,0.00461580924541205,,2042.0,2018-03-09,04:49:40,04:52:07,17527,02:32:20,9140
Jerusalem Marathon ,מרוץ ראשון לציון ,15000,0.37349788892497565,-42.0,מרתון טבריה Winner ,42195,0.570712401055409,-28.0,17004,0.5556684661797396,0.08356332118954735,,2052.0,2017-03-17,04:43:24,01:23:21,5001,04:41:32,16892
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.37699643800988164,-84.0,מרוץ חיפה ,21097,0.3398428472382713,-28.0,15126,0.4372680513054235,0.07884840868134707,,2061.0,2018-02-23,04:12:06,01:59:56,7196,01:54:59,6899
מרתון טבריה Winner ,"המרתון המדברי, אילת ",42195,0.3642567159022199,-49.0,מרוץ אייל ,15000,0.27394113424264177,-6.0,14939,0.44188654353562007,0.1227876184631892,,2062.0,2017-01-06,04:08:59,04:08:12,14892,01:18:02,4682
Jerusalem Marathon,International Tiberias Winner Marathon ,42195,0.5932409259788511,-61.0,חצי מרתון עמק המעיינות,21097,0.3985981845340687,-37.0,16467,0.5398403679653679,0.04392081270890802,,2098.0,2018-03-09,04:34:27,04:36:58,16618,02:03:04,7384
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.264506492014248,-84.0,"המרתון המדברי, אילת ",42195,0.4418243068152371,-14.0,14869,0.4205351910931701,0.06736979167842755,,2120.0,2017-02-24,04:07:49,01:43:37,6217,04:23:10,15790
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.2674939675973802,-35.0,מרוץ אייל ,15000,0.25398420674802585,-20.0,14419,0.4075857519788918,0.1468466648061888,,2121.0,2017-01-06,04:00:19,01:44:03,6243,01:15:43,4543
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.5182058047493404,-49.0,מרוץ הלילה של תל-אביב,10000,0.256838905775076,-51.0,15238,0.44456019272088027,0.057037837458672025,,2123.0,2017-02-24,04:13:58,04:28:16,16096,00:54:42,3282
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.545543329643857,-14.0,חצי מרתון עמק המעיינות,21097,0.41353556244973,-84.0,18058,0.64745670995671,0.16791726390991651,,2127.0,2018-03-09,05:00:58,04:39:49,16789,02:05:14,7514
Jerusalem Marathon ,מרוץ הגליל העליון ה-3,5000,0.20973154362416108,-14.0,מרתון סמסונג תל-אביב ,42195,0.5751025457386548,-7.0,16151,0.5014925373134328,0.10907549263202487,,2146.0,2017-03-17,04:29:11,00:23:13,1393,04:47:23,17243
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.4336219805976952,-21.0,מרתון טבריה Winner ,42195,0.48726912928759897,-49.0,16403,0.5174976182915211,0.05705206334887403,,2158.0,2016-03-18,04:33:23,04:11:10,15070,04:20:27,15627
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.5434598606680122,-14.0,Desert Marathon ,21097,0.2757169748643561,-98.0,17910,0.6374458874458875,0.22785746967970333,,2162.0,2018-03-09,04:58:30,04:39:17,16757,02:05:37,7537
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.31506377111340916,-35.0,מרוץ אייל ,15000,0.31758793969849247,-20.0,15102,0.4526385224274406,0.1363126670214898,,2163.0,2017-01-06,04:11:42,01:50:57,6657,01:23:06,4986
מרתון סמסונג תל-אביב ,מרוץ נס ציונה,10000,0.3139240506329114,-13.0,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.4437311178247734,-8.0,16686,0.5388371638778566,0.1600095796490142,,2166.0,2016-02-26,04:38:06,00:55:32,3332,01:25:15,5115
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.5082362132951364,-21.0,מרתון טבריה Winner ,42195,0.5728891820580475,-49.0,16358,0.5146395681168625,-0.02592312955972942,,2168.0,2017-03-17,04:32:38,04:30:16,16216,04:42:05,16925
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.39444624878207213,-21.0,מרתון טבריה Winner ,42195,0.5563984168865436,-28.0,17198,0.5721726674913732,0.09675033465706534,,2180.0,2017-02-24,04:46:38,01:25:30,5130,04:37:55,16675
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.3390784786855107,-35.0,מרוץ הלילה של תל-אביב,10000,0.20782674772036475,-16.0,15319,0.46695250659630605,0.19349989339336832,,2185.0,2017-01-06,04:15:19,01:54:26,6866,00:50:24,3024
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.35165049807930204,-21.0,מרתון טבריה Winner ,42195,0.37783641160949866,-49.0,15994,0.49152111781517943,0.12677766297077908,,2187.0,2017-03-17,04:26:34,03:50:11,13811,03:52:48,13968
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.4952145321961065,-21.0,מרתון טבריה Winner ,42195,0.4619393139841689,-49.0,16637,0.5323594791997459,0.05378255610960825,,2190.0,2017-03-17,04:37:17,04:26:56,16016,04:14:03,15243
מרתון סמסונג תל-אביב ,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.43297660076183564,-27.0,מרתון טבריה Winner ,42195,0.47401055408970977,-22.0,14402,0.39012956572693536,-0.06336401169883732,,2213.0,2016-02-26,04:00:02,01:57:23,7043,04:17:06,15426
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,10000,0.2530644523527086,-49.0,מרוץ התחתונים ה-6,10000,0.27414903403863844,-7.0,15881,0.4864248974542613,0.2228181542585878,,2216.0,2017-02-24,04:24:41,00:52:38,3158,00:49:38,2978
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.3833582915554398,-21.0,מרתון טבריה Winner ,42195,0.4720316622691293,-49.0,13601,0.33953636074944427,-0.08815861616284026,,2225.0,2016-03-18,03:46:41,03:58:18,14298,04:16:36,15396
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.3491112702649912,-14.0,Desert Marathon ,42195,0.7402362979980308,-98.0,14368,0.3978625541125541,-0.1468112300189569,,2226.0,2018-03-09,03:59:28,03:49:32,13772,04:09:04,14944
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.530242854352497,-21.0,מרתון טבריה Winner ,42195,0.4693931398416887,-49.0,15217,0.44217211813274054,-0.057645878964352304,,2234.0,2016-03-18,04:13:37,04:35:54,16554,04:15:56,15356
מרתון סמסונג תל-אביב ,International Tiberias Winner Marathon ,42195,0.42519291226064587,-47.0,Desert Marathon ,42195,0.6681982277650148,-51.0,14211,0.3776938602773618,-0.16900170973546852,,2243.0,2018-02-23,03:56:51,03:57:46,14266,04:01:45,14505
Jerusalem Marathon ,מרוץ הגליל העליון ה-2,15000,0.46928327645051193,-7.0,מרתון טבריה Winner ,42195,0.46655672823218997,-63.0,15401,0.45385836773578914,-0.014061634605561812,,2250.0,2016-03-18,04:16:41,01:22:57,4977,04:15:13,15313
מרתון סמסונג תל-אביב ,מרוץ ראשון לציון ,15000,0.27021760311789544,-21.0,מרוץ אייל ,15000,0.27681263460157934,-83.0,14289,0.3827723159059835,0.10925719704624609,,2255.0,2017-02-24,03:58:09,01:12:45,4365,01:18:22,4702
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.37676663219579454,-84.0,מרוץ אייל ,15000,0.3559224694903087,-20.0,16838,0.5487336415131193,0.1823890906700677,,2288.0,2018-02-23,04:40:38,01:59:54,7194,01:27:33,5253
מרתון סמסונג תל-אביב ,חצי מרתון השרון ,21097,0.23250122369065102,-77.0,חצי מרתון עמק המעיינות,21097,0.2928875100540044,-7.0,13733,0.3465720424506804,0.08387767557835268,,2291.0,2017-02-24,03:48:53,01:43:11,6191,01:47:44,6464
Jerusalem Marathon,Desert Marathon ,42195,0.9525763045618642,-112.0,מרוץ אייל ,15000,0.5042354630294329,-6.0,16417,0.5364583333333334,-0.19194755046231515,,2306.0,2018-03-09,04:33:37,04:30:38,16238,01:44:46,6286
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.29749069745253315,-21.0,מרוץ ראשון לציון ,15000,0.29490094186424165,-21.0,16430,0.5192124483963163,0.22301662873792893,,2308.0,2017-03-17,04:33:50,01:52:20,6740,01:15:17,4517
Jerusalem Marathon,מרתון סמסונג תל-אביב ,42195,0.35653362849143827,-14.0,International Tiberias Winner Marathon ,42195,0.4282652186338954,-47.0,15329,0.4628652597402597,0.07046583617759289,,2312.0,2018-03-09,04:15:29,03:51:26,13886,03:58:29,14309
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,21097,0.39977101421620076,-21.0,מרתון טבריה Winner ,42195,0.39063324538258576,-49.0,17040,0.5579549063194665,0.16275277652007325,,2323.0,2017-03-17,04:44:00,02:10:12,7812,03:56:02,14162
Jerusalem Marathon ,מרתון סמסונג תל-אביב ,42195,0.5062178527247868,-21.0,מרתון טבריה Winner ,42195,0.40382585751978894,-49.0,16966,0.5532550015878056,0.09823314646551773,,2334.0,2017-03-17,04:42:46,04:29:45,16185,03:59:22,14362
Jerusalem Marathon,מרתון סמסונג תל-אביב ,21097,0.3085583436694972,-14.0,Desert Marathon ,21097,0.2819178385560846,-98.0,15780,0.4933712121212121,0.19813312100842123,,2338.0,2018-03-09,04:23:00,01:54:16,6856,02:06:33,7593
מרתון סמסונג תל-אביב ,חצי מרתון עמק המעיינות,21097,0.2647362978283351,-84.0,מרוץ הלילה של תל-אביב,10000,0.17344224924012158,-16.0,14278,0.3820561234455368,0.16296684991130847,,2341.0,2017-02-24,03:57:58,01:43:39,6219,00:47:23,2843
מרתון סמסונג תל-אביב ,מרתון טבריה Winner ,42195,0.3349604221635884,-49.0,חצי מרתון עמק המעיינות,21097,0.26542571527059633,-35.0,14806,0.4164333615469757,0.1162402928298833,,2344.0,2017-02-24,04:06:46,03:41:58,13318,01:43:45,6225
מרתון טבריה Winner ,חצי מרתון עמק המעיינות,21097,0.35987590486039295,-35.0,מרוץ אשדוד אליפות ישראל,10000,0.43713132567525614,-31.0,14739,0.4286939313984169,0.030190316130592365,,2354.0,2017-01-06,04:05:39,01:57:27,7047,00:55:05,3305
