@RELATION OutputFromProcess

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL

@DATA
1519,14970,0.7445027896291434,0.35504601066291863,21097,6729,0.41655716162943496,-238.0,04:07:50,42195,14870,0.3623563963030146,-126.0
1520,14644,0.4057796125754208,-0.051572206714730284,5000,2475,0.5843570843570843,-343.0,42195,13484,0.3303465542232178,-21.0
1521,14375,0.38869482375357256,0.09534251033167052,42195,13714,0.3455000658848333,-364.0,21097,6097,0.24120456095897086,-21.0
1522,13599,0.33940933629723724,0.08474691707596199,42195,12368,0.2846896551724138,-70.0,21097,5870,0.22463518327013673,-35.0
1524,13405,0.32708796443315336,0.06801818583192443,42195,12143,0.25496714340935445,-21.0,42195,12056,0.26317241379310347,-49.0
1525,12277,0.26532663316582916,-0.06968108186260658,21097,6581,0.30633115017809953,-84.0,42195,13990,0.3636842798787719,-259.0
1527,12423,0.2766138384228837,0.1276016635343572,10000,2672,0.14095744680851063,-100.0,10000,2570,0.1570669029685423,-228.0
1529,14266,0.6289793239251723,0.2088606417437151,42195,14612,0.403747221340108,-245.0,42195,14491,0.43649014302280637,-21.0
1533,11669,0.23648275862068965,0.06312316898099954,21097,5436,0.17476732161323683,-35.0,21000,5702,0.17195185766614338,-259.0
1535,13836,0.558418116179849,0.3406387140081627,5000,1442,0.176050753370341,-14.0,21097,6607,0.2595080509730317,-252.0
1536,11972,0.2573793103448276,0.025317261709394023,21097,5755,0.18845274390243902,-28.0,42195,12530,0.2756713533684281,-336.0
1537,11273,0.20917241379310345,0.024313210076570585,15000,3784,0.14254859611231102,-55.0,21097,5726,0.22716981132075473,-224.0
1540,14455,0.4379482721147577,0.19516747796278988,21097,6340,0.27524844002773285,-112.0,21097,6109,0.2103131482762027,-252.0
1545,13222,0.3203463203463203,0.017686986386093395,42195,12026,0.2651471849099743,-61.0,42195,13611,0.3401714830104795,-296.0
1546,15105,0.48503948417010795,0.11006081034412069,04:19:21,42195,15561,0.4220437073507817,03:41:54,42195,13314,0.3279136403011928,-315.0
1550,13022,0.32292230382682646,0.05890760335782591,15000,4278,0.256089639493342,-21.0,42195,12474,0.27193976144465914,-392.0
1551,13029,0.33027586206896553,0.1261227929371266,15000,4511,0.1654448187041807,-273.0,21097,6114,0.24286131955949714,-42.0
1555,14214,0.4150753768844221,0.22908176826556248,21097,5690,0.20395266000229806,-84.0,15000,3961,0.16803455723542116,-20.0
1562,13613,0.34679383116883117,0.07967044480110086,42195,13088,0.33891183076142867,-14.0,21097,5615,0.19533494197403195,-84.0
1563,12554,0.2867413993042134,0.037413292099909734,42195,13241,0.3448965517241379,-49.0,15000,4352,0.15375966268446942,-105.0
1565,14007,0.5864785034460125,0.4121853944067208,15000,4085,0.23536804308797127,-6.0,10000,2464,0.1132181749906121,-11.0
1567,14642,0.4056525881232137,0.06413388052687657,42195,13011,0.3220718979512949,-21.0,42195,13474,0.3609655172413793,-49.0
1573,13084,0.31101190476190477,0.023389055434534067,42195,12974,0.29971419498253415,-357.0,42195,12409,0.2755315036722072,-21.0
1575,11862,0.25009056002318336,0.07819581108603524,21097,5406,0.17132023440193037,-84.0,21097,5416,0.17246926347236585,-364.0
1576,11946,0.25617619358110555,0.003974063589143095,42195,12132,0.2352631924820924,-728.0,42195,12432,0.2691410675018325,-49.0
1577,03:44:23,13463,0.24082232011747431,04:02:21,42195,14541,0.3999868230333377,01:34:30,21097,5670,0.18392889533829132,-48.0
1578,13210,0.31953463203463206,0.12510872372527362,21097,5560,0.1890152820866368,-98.0,21097,6389,0.19983653453208008,-259.0
1579,13593,0.34544101731601734,0.10167283239414315,21097,5631,0.312654145323468,-14.0,21097,5437,0.17488222452028035,-84.0
1585,14179,0.38507846320346323,-0.07746155410274441,42195,12787,0.31710497717887415,-14.0,42195,14138,0.6079750574335412,-98.0
1592,12685,0.2777045724074318,0.02022450852679175,42195,12392,0.25234934612604326,-21.0,42195,12334,0.2626107816352369,-49.0
1593,13712,0.3534902597402597,0.11819601649967593,21097,5859,0.2233712512926577,-98.0,15000,4151,0.24721723518850988,-20.0
1594,11640,0.23448275862068965,0.11210315146045322,21097,5317,0.16109387567505457,-35.0,5000,1194,0.08366533864541832,-30.0
1598,11816,0.2296868960185543,-0.017462706603616707,03:42:55,42195,13375,0.23322104172065303,03:25:11,42195,12311,0.26107816352368896,-315.0
1600,14120,0.38108766233766234,0.06650254718584409,42195,14451,0.4376584800405709,-14.0,21097,5872,0.19151175026306558,-119.0
1601,12224,0.25208002540489044,0.09570273531624163,21097,5512,0.15133853600711253,-21.0,15000,3695,0.16141604417018512,-21.0
1603,13126,0.3369655172413793,0.1109126788323489,15000,4123,0.1913606911447084,-55.0,42195,12306,0.2607449856733524,-309.0
1604,03:28:44,12524,0.1597132244968472,01:30:02,15000,5402,0.37552195824334056,01:41:47,21000,6107,0.21433804290947148,-239.0
1612,16444,0.5201016195617656,0.08151897157381527,42195,15572,0.5200618477000386,-21.0,42195,13418,0.35710344827586205,-49.0
1613,14425,0.4357748315583569,0.06418638603620247,21097,6703,0.32034930483741236,-84.0,42195,14371,0.42282758620689653,-329.0
1616,13580,0.3682758620689655,0.056816960277868034,21097,5859,0.24616029042166993,-63.0,42195,14047,0.3767575131605251,-301.0
1617,15653,0.48478084415584416,0.10931806257211285,21097,6465,0.2930024129610479,-98.0,42195,15465,0.4579231502064147,-259.0
1621,14615,0.4495399550822285,0.06075468256580019,42195,14101,0.4063393892539621,-364.0,10000,3052,0.3712311557788945,-349.0
1624,15188,0.47917241379310344,0.24232575344485416,15000,4585,0.18054837040869115,-91.0,21000,6860,0.2931449502878074,-203.0
1626,15694,0.4759520358413493,0.11235019670481072,21097,7034,0.3325211967644479,-21.0,42195,14316,0.3946824815086293,-49.0
1632,15253,0.4957617909150185,0.02413026571041077,10000,5042,0.5972587307547879,-115.0,15000,5197,0.34600431965442763,-353.0
1633,15785,0.5203448275862069,0.2596960425122225,15000,4994,0.3167746580273578,-55.0,10000,3100,0.204522912120611,-36.0
1637,15686,0.5271317829457365,0.15405200752831605,21097,7037,0.3587268757899575,-84.0,15000,4932,0.3874326750448833,-20.0
1642,13484,0.3586393505991496,0.1321939614057624,15000,4004,0.21159467359532316,-21.0,21097,6015,0.24129610479145122,-63.0
1643,13025,0.33434760559298704,-0.009284569499442674,42195,13994,0.36449666560812954,-343.0,42195,13020,0.32276768457672983,-21.0
1649,14446,0.428,0.1774402263730528,21097,6392,0.2846145007468689,-35.0,10000,3194,0.21650504650702554,-70.0
1650,16148,0.5606027675143085,0.09507285594409698,42195,15689,0.4721498888536043,-343.0,42195,14781,0.4589099342868187,-21.0
1651,16396,0.4902878539667681,0.06058205214946144,42195,16783,0.5416322642108606,-203.0,15000,5519,0.31777933942375264,-175.0
1652,13647,0.3794102731290299,0.01797792546598531,42195,13446,0.3590344827586207,-413.0,42195,13853,0.3638302125674685,-364.0
1653,13222,0.3435862068965517,0.04028536343785433,21097,6029,0.24290474549006089,-35.0,42195,13851,0.3636969414273339,-329.0
1659,15025,0.47924364268637254,-0.06345459597812486,10000,4317,0.47686567164179106,-582.0,10000,4267,0.6085308056872037,-61.0
1660,14128,0.41425777004998915,0.11937131305631993,10000,3554,0.3052109181141439,-343.0,10000,3363,0.28456199587319453,-21.0
1664,12935,0.3278272839237847,0.19836875088481992,15000,4198,0.13049663735126746,-126.0,21097,5280,0.12842042872666207,-238.0
1666,13568,0.3651333591032084,0.031358699112742916,21097,7259,0.39732430689877496,-140.0,21000,6641,0.27022501308215596,-203.0
1667,12153,0.27117293342027093,0.12377009742922129,15000,3821,0.18797127468581687,-104.0,10000,2430,0.10683439729628239,-11.0
1673,14094,0.4117945374194016,0.08401129298626175,21097,6672,0.3167873147190624,-84.0,15000,4661,0.33877917414721725,-20.0
1674,14714,0.44648275862068965,0.12950414784640568,21097,6603,0.2905174934216938,-315.0,42195,13547,0.3434397281268741,-49.0
1676,12513,0.2946896551724138,0.10004939185366546,21097,5739,0.2095829024474319,-35.0,15000,4042,0.1796976241900648,-20.0
1681,13593,0.3754980801275085,0.07459207636966125,10000,3602,0.31762917933130697,-464.0,21097,6538,0.2841828281843875,-264.0
1683,15283,0.4597537878787879,0.22160124715272117,21097,6015,0.24129610479145122,-98.0,15000,4083,0.23500897666068224,-20.0
1684,15876,0.4840266751349635,0.048380993144107376,42195,14711,0.4534982605334364,-21.0,42195,14298,0.41779310344827586,-49.0
1687,12597,0.30333985365500254,0.04763706351400121,10000,2681,0.18021114657500614,-336.0,42195,13129,0.3311944337069965,-28.0
1689,13606,0.3398539218799619,0.15965530177483184,10000,2699,0.16000750328268618,-21.0,15000,3935,0.2003897369275739,-21.0
1693,11875,0.2342481638964051,0.02054609592391185,42195,12337,0.28255172413793106,-49.0,15000,3800,0.14485241180705544,-55.0
1697,15023,0.47909874664927915,0.1780388095703847,10000,3345,0.31721958925750393,-300.0,10000,3079,0.2849002849002849,-49.0
1698,13783,0.3510955859002858,0.05717348410311768,10000,2606,0.22725651088119872,-147.0,42195,13943,0.36058769271313745,-217.0
1699,14072,0.3694506192442045,0.05176450988222481,21097,6217,0.264506492014248,-105.0,42195,14099,0.3708657267097114,-259.0
1700,14803,0.4158780565258812,0.042473577377515614,42195,13941,0.3604559230465147,-364.0,42195,14191,0.3863530352502166,-70.0
1703,13568,0.36744827586206896,0.08133702179244207,21097,6699,0.3198896932092382,-35.0,10000,3345,0.2523328149300155,-259.0
1705,14581,0.4017783423308987,-0.06522624364778984,5000,2445,0.5477227722772278,-364.0,42195,14190,0.3862863996801493,-70.0
1708,04:45:13,17113,0.5561026172583571,02:15:12,21000,8112,0.42417582417582417,01:53:49,21097,6829,0.31254263716986647,-21.0
1710,13962,0.3704004329004329,-0.06698340120880569,21097,6869,0.5475241889584519,-14.0,21097,6763,0.3272434792600253,-84.0
1711,16751,0.5395998729755478,0.21524184943609992,42195,12708,0.2986470815616544,-21.0,42195,13316,0.35006896551724137,-49.0
1712,13978,0.36289366187903543,0.07288464376997345,21097,6055,0.23711139265178832,-21.0,42195,13539,0.3429066435663357,-49.0
1713,14425,0.4313877077696173,0.027062036766668407,42195,14222,0.412551724137931,-49.0,42195,14482,0.39609961786796677,-294.0
1714,16097,0.5418620689655173,0.25265598571375647,21097,6098,0.2508330460760657,-35.0,10000,2820,0.3275791204274558,-28.0
1716,13088,0.33891183076142867,0.07579054799608054,21097,6224,0.2653108123635528,-84.0,21097,6987,0.26093175316714345,-259.0
1717,15918,0.5439397232485692,0.048968506905967546,42195,16425,0.5188948872657987,-343.0,42195,14938,0.4710475454194047,-21.0
1721,13295,0.3486206896551724,0.06253267902293824,21097,6140,0.24539518565441965,-315.0,42195,13297,0.32678083561004867,-49.0
1725,13958,0.37012987012987014,0.048440337937162015,42195,13697,0.34563353445538264,-357.0,03:55:22,42195,14122,0.29774552993003367,-119.0
1727,12823,0.3160689655172414,0.10012905353336454,21097,5913,0.2295760082730093,-35.0,15000,4199,0.20230381569474443,-20.0
1728,15000,0.44061147186147187,0.06411324689188325,42195,14465,0.42931034482758623,-427.0,15000,5042,0.32368610511159107,-55.0
1729,12548,0.2997899007462146,0.06694451281894132,21097,5832,0.2202688728024819,-84.0,15000,4141,0.24542190305206463,-20.0
1731,13783,0.3822758620689655,0.1735783475090628,15000,4133,0.1928005759539237,-55.0,21000,6205,0.22459445316588172,-239.0
1733,13772,0.3575487012987013,0.09672455116068152,10000,3619,0.3195641155600608,-301.0,21097,6411,0.20208418471597875,-56.0
1734,13060,0.33241379310344826,0.11398945969931856,21097,5988,0.23819372630127542,-35.0,15000,4725,0.19865494050698396,-56.0
1736,12494,0.29337931034482756,-0.006092855239457073,21097,5782,0.21452372745030449,-35.0,42195,14162,0.3844206037182648,-329.0
1737,17270,0.6418894443236978,0.19411222970539543,15000,4976,0.39533213644524234,-104.0,42195,16131,0.5002222927913623,-239.0
1740,16146,0.5452413793103448,0.3547478009295311,21097,6172,0.2593358611972883,-35.0,5000,1342,0.12165129556433904,-42.0
1741,18030,0.6455627705627706,0.44975263717907393,21097,6279,0.22710658895584312,-378.0,10000,2796,0.16451367781155016,-100.0
1742,13582,0.3662156938538848,0.05804040555217932,21000,6787,0.28550497121925694,-343.0,42195,13358,0.3308456053841541,-70.0
1744,12937,0.3239310344827586,0.0723508894488481,15000,4034,0.1785457163426926,-55.0,42195,13397,0.3246145737251285,-239.0
1751,12189,0.2585233861615771,-0.035894454576553825,03:59:21,42195,14361,0.31838991103049147,01:43:50,21097,6230,0.27044577044577045,-120.0
1752,11480,0.20371086200231928,-0.18879048580731375,42195,16793,0.5483594676505469,-343.0,42195,12153,0.2366432279687192,-21.0
1753,15162,0.7760091893665901,0.3652235667320848,42195,16272,0.47577814182073486,-42.0,42195,13254,0.34579310344827585,-273.0
1754,14964,0.42610352492854875,0.10657703806724544,42195,14226,0.4128275862068965,-70.0,01:53:47,21097,6827,0.22622538751571009,-49.0
1756,12309,0.26780054116737534,0.0556679228113266,42195,12066,0.2638620689655172,-49.0,15000,3908,0.16040316774658028,-55.0
1765,14116,0.37198576887600476,-0.0019814098937248614,42195,13896,0.3511861733587435,-21.0,42195,14347,0.39674818418071567,-49.0
1766,15524,0.46475161417841615,0.09542835706629965,21097,7842,0.4112659584835786,-21.0,42195,13306,0.3273805557406544,-49.0
1770,14273,0.4247627327392596,0.05528826893958022,10000,2991,0.2816608996539792,-329.0,42195,15455,0.4572880279453795,-14.0
1774,13681,0.35139339826839827,0.13380438220683133,21097,6216,0.1821618308132407,-357.0,21097,6117,0.25301620130989316,-105.0
1775,13072,0.3267877850792424,0.13476362111594511,15000,4517,0.24809215262778977,-104.0,5000,1299,0.13595617529880477,-10.0
1778,12919,0.3149594124468496,0.04418304485059599,21097,6483,0.29507066528783177,-84.0,10000,2917,0.24648206990467544,-182.0
1781,10908,0.1548268384044161,-0.17458646081727638,01:13:08,15000,4388,0.30645770392749244,03:48:01,42195,13681,0.3523688945158926,-28.0
1782,13111,0.33593103448275863,0.12352609404992165,5000,1534,0.2156465342521281,-55.0,5000,1446,0.20916334661354583,-10.0
1784,12816,0.3069965210668728,0.12420101366576353,21097,5827,0.21969435826726416,-84.0,10000,2698,0.1458966565349544,-16.0
1785,12992,0.3277241379310345,0.029920709236307463,21000,6464,0.25170068027210885,-294.0,42195,13554,0.3439061771173452,-70.0
1787,14760,0.4243777056277056,0.11493437599977913,21097,7031,0.2654270535349407,-357.0,42195,13417,0.35345960572091223,-21.0
1789,13022,0.32979310344827584,-0.015096303879381101,10000,2853,0.23974082073434125,-48.0,10000,4299,0.45003799392097266,-3.0
1790,13465,0.3308986979993649,0.12651404535648786,15000,4005,0.1743700503959683,-125.0,10000,2652,0.23439925488978577,-11.0
1792,13251,0.3507208577845396,0.02957285239622104,42195,13078,0.30631946649730074,-343.0,42195,13435,0.3359765442793363,-434.0
1793,12679,0.3061379310344828,0.1176110954430803,21097,5897,0.22773756176031254,-35.0,10000,2716,0.1493161094224924,-16.0
1794,13348,0.3522758620689655,0.11240951673336586,21097,6144,0.25611857980006897,-35.0,15000,4347,0.2236141108711303,-20.0
1796,15348,0.5026443526769543,0.16082032409037916,10000,3295,0.26924521216672925,-115.0,21097,8175,0.414402845006421,-249.0
1797,14564,0.44213374565133357,0.09805746544407151,42195,13979,0.35664059932969705,-364.0,42195,13368,0.33151196108482706,-49.0
1800,12567,0.2877464244298415,0.03472767929077564,15000,4576,0.17832375668714087,-322.0,42195,13311,0.3277137335909909,-91.0
1802,13654,0.37991740925885675,0.06592199799877985,42195,13404,0.32702445220704984,-343.0,42195,12738,0.30096637031310397,-21.0
1805,15644,0.5106206896551724,0.23068265219397777,15000,4574,0.18496134926212227,-105.0,21097,7469,0.374914725660267,-210.0
1806,13230,0.3136118065621294,0.06770407559001307,10000,2525,0.23520188161505293,-21.0,42195,12244,0.2566135803291797,-49.0
1809,12057,0.2632413793103448,0.05907728677737009,15000,4049,0.18070554355651547,-55.0,21097,5729,0.22762264150943395,-224.0
1810,15076,0.48293849163225383,0.19258910932977485,42195,12971,0.29952365830422356,-343.0,42195,12482,0.28117510630073445,-21.0
1813,14331,0.4200689655172414,0.20119039307294384,21097,5904,0.22854188210961737,-35.0,15000,4247,0.20921526277897767,-20.0
1818,8682,0.030482758620689655,0.030482758620689655,10000,1861,0.0,-279.0,10000,1870,0.0,-21.0
1820,8960,0.0496551724137931,0.011068542694739399,21097,4331,0.04779960933011605,-35.0,15000,2998,0.02937365010799136,-20.0
1821,12922,0.3268854596826777,0.09299443627594228,15000,4317,0.2770197486535009,-104.0,10000,2877,0.19076229815996995,-11.0
1823,9682,0.0808982683982684,0.0430289967973114,42195,9439,0.07454901108454684,-14.0,5000,1001,0.0011895321173671688,-112.0
1828,9932,0.1166896551724138,0.02407099051018917,21097,4710,0.09134781109962083,-35.0,42195,9802,0.09388951822482841,-329.0
1840,10011,0.12213793103448276,0.07400404018579722,15000,3344,0.07919366450683946,-55.0,5000,1041,0.017074117190531625,-11.0
1845,10211,0.13593103448275862,0.03921882109788524,21097,4849,0.10731931517867402,-35.0,15000,3392,0.08610511159107272,-20.0
1848,14224,0.4158484731349053,0.08211821816819714,42195,14267,0.41565517241379313,-49.0,21000,6465,0.25180533751962325,-294.0
1851,15810,0.48359467650546845,0.04784277340133819,42195,15823,0.47782085825064075,-21.0,42195,14301,0.39368294795761977,-49.0
1852,10740,0.1724137931034483,0.019460098300212003,15000,3551,0.10899928005759539,-55.0,42195,11348,0.1969081095488772,-309.0
1856,17036,0.5577008574150524,0.22966781368630673,21097,7974,0.3945470710263756,-21.0,21097,6191,0.2615190164311157,-84.0
1863,17385,0.6019345238095238,-0.08781954017589477,42195,15979,0.5483590523799174,-14.0,42195,19309,0.8311490755909198,-140.0
1865,15768,0.4808275135063908,-0.028670511859257564,42195,15503,0.45679174607347045,-21.0,42195,16830,0.5622043046578263,-49.0
1866,12411,0.2876551724137931,-0.17593590179518326,21000,7547,0.3650444793301936,-294.0,42195,16829,0.5621376690877591,-70.0
1867,15799,0.537611132586007,0.23358825471710154,15000,4802,0.2891288696904248,-104.0,10000,2907,0.3189168860473862,-211.0
1874,16408,0.5229938068256688,0.06581000499306133,21097,7267,0.35522853523048437,-21.0,42195,16784,0.5591390684347305,-49.0
1875,17920,0.6675862068965517,0.36601946734162755,21097,7028,0.35769274962656555,-35.0,10000,3222,0.2454407294832827,-16.0
1876,15422,0.5084654039427908,0.11804895618597294,42195,14952,0.4628965517241379,-49.0,21097,6682,0.31793634378949787,-35.0
1878,17751,0.6559310344827586,0.23146922307193207,21097,7629,0.426749396759738,-35.0,15000,5726,0.42217422606191507,-20.0
1879,16786,0.5893793103448276,0.23023678851159846,15000,5425,0.34654250049534374,-273.0,21000,7611,0.3717425431711146,-21.0
1882,14836,0.45489655172413795,0.1093619464548829,15000,5160,0.3406767458603312,-55.0,21000,7407,0.35039246467817897,-239.0
1890,16046,0.5532130696225458,0.23695056639292933,21097,7749,0.29919167312589967,-98.0,10000,3362,0.3333333333333333,-28.0
1892,13896,0.3659361471861472,0.10149288459151462,42195,12600,0.3035571977106426,-14.0,21097,5908,0.2253293274786226,-112.0
1897,17803,0.6595172413793103,0.06287110831685472,21097,7939,0.6046112804878049,-28.0,42195,17405,0.5886809856371064,-266.0
1898,17917,0.7013529184383456,0.31362478397964977,15000,5049,0.38129262747645337,-21.0,21097,6919,0.3941636414409383,-91.0
1899,14665,0.4531623560095631,-0.10576565578991215,42195,14820,0.7198884148342632,-98.0,42195,14521,0.3979676087646872,-245.0
1900,18925,0.7061011904761905,0.06266079948432757,42195,18131,0.7042671882924002,-14.0,10000,4964,0.5826135936913256,-115.0
1902,16771,0.5604031385281385,0.11878137192431876,42195,16505,0.5921917278701199,-378.0,21000,6840,0.2910518053375196,-343.0
1903,16717,0.6085813683803634,0.15778252504813467,21097,7244,0.3529870383003606,-364.0,42195,16626,0.5486106483640968,-49.0
1907,15427,0.4694940476190476,-0.03351926770097974,42195,15858,0.5395928421357676,-14.0,42195,15599,0.4664337885042871,-343.0
1910,04:59:42,17982,0.6311652414269673,02:08:04,21097,7684,0.39586784913751094,04:36:35,42195,16595,0.5465449456920104,-49.0
1912,14514,0.43826826439891764,0.11244095895867084,21097,6740,0.3246007123980237,-84.0,21000,7184,0.3270538984824699,-259.0
1913,18014,0.6957907701224372,0.09791277400416776,10000,3615,0.537324744221296,-136.0,42195,18622,0.6584312480152429,-207.0
1915,16822,0.6166988790104369,0.14799769262383916,15000,5521,0.39265658747300214,-104.0,42195,16568,0.5447457853001932,-309.0
1916,12509,0.2969644280228936,-0.1666662721086461,21097,8351,0.5097092956451799,-84.0,21097,8520,0.4175521046178995,-259.0
1918,15320,0.5005798221878623,0.12460899668200887,15000,5069,0.38454043520623576,-21.0,10000,3864,0.36740121580547114,-79.0
1924,17685,0.6222267316017316,0.07796372301695831,42195,16842,0.5453794855509686,-357.0,42195,16544,0.543146531618578,-434.0
1926,16202,0.5491034482758621,-0.10111836897185356,05:24:03,42195,19443,0.7573637384469206,04:35:43,42195,16543,0.5430798960485107,-315.0
1929,16439,0.5870892926169308,0.22200269153572583,21097,7345,0.39411697115937033,-84.0,10000,3699,0.3360562310030395,-16.0
1932,04:23:55,15835,0.445711324177248,01:20:16,15000,4816,0.21042421107087428,00:53:28,10000,3208,0.33463619963920627,-136.0
1933,16137,0.5006033661479835,0.16715785793475857,15000,4488,0.29019162065605714,-42.0,01:19:20,15000,4760,0.37669939577039274,-364.0
1935,15895,0.48523340743093046,0.13454945897260806,15000,4680,0.4331667707682698,-14.0,21097,6695,0.268201126148375,-7.0
1936,15166,0.4776551724137931,0.05393880549115054,42195,16403,0.5226643826591119,-294.0,42195,13494,0.32476835118617337,-21.0
1937,17546,0.661885097442585,0.2298942878694175,21097,8196,0.49189934505342986,-84.0,21097,7178,0.372082274092905,-28.0
1940,16558,0.545995670995671,0.0773323315218134,42195,16672,0.597099171191769,-61.0,21097,6876,0.34022750775594623,-37.0
1941,15350,0.5028991109393119,-0.0058733534202947135,42195,15722,0.47779681117406775,-343.0,42195,16493,0.5397481175451456,-70.0
1944,15740,0.5310439759472578,0.029031756884637216,42195,14853,0.46447622729029764,-364.0,42195,16490,0.5395482108349436,-413.0
1948,16631,0.595595160472361,0.20690863145967214,21097,7668,0.4312306101344364,-84.0,21097,7484,0.3461424478909414,-280.0
1949,14995,0.46586206896551724,0.16985062521223648,21097,6804,0.33195449844881075,-35.0,10000,3299,0.26006838905775076,-16.0
1950,17542,0.589838043823436,-0.0038312575907969437,42195,16535,0.5945110166215694,-21.0,42195,16836,0.5928275862068966,-49.0
1951,15497,0.5004827586206897,0.13775758191696225,15000,5175,0.34283657307415405,-55.0,21097,7548,0.38261378033330085,-260.0
1954,14944,0.4248332804064782,0.027687784506001456,21097,6744,0.36972912594247415,-133.0,42195,14914,0.4245618658584794,-231.0
1955,15875,0.5408244584510614,0.12915266718813712,42195,15289,0.4861379310344828,-413.0,21000,7281,0.3372056514913658,-294.0
1961,15484,0.5132586006957867,0.21857942425430732,21097,6469,0.2934620245892221,-84.0,15000,4849,0.2958963282937365,-20.0
1971,16153,0.5016195617656399,0.08579155657432075,21097,7470,0.34475945865850044,-21.0,42195,15300,0.4868965517241379,-49.0
1972,14336,0.4204137931034483,-0.09198090024241268,42195,16087,0.4951698757968062,-315.0,42195,16341,0.5296195108949157,-49.0
1974,17588,0.6649279142215461,0.1033718077881638,21097,8066,0.47696196713776856,-84.0,42195,17728,0.646150245728996,-56.0
1984,16794,0.5619588744588745,0.09782373032821934,10000,3787,0.3496850543996946,-357.0,42195,16329,0.5785852338616158,-21.0
1996,14788,0.4515862068965517,-0.10657117444864794,42195,17476,0.5933588088022137,-294.0,42195,16241,0.5229559538881855,-70.0
1997,15150,0.45075757575757575,-0.08967637878121099,10000,4393,0.648984771573604,-14.0,42195,15055,0.4318831375039695,-343.0
1999,15269,0.4588068181818182,0.17012305236046898,42195,14549,0.3997459510955859,-357.0,10000,2865,0.17762158054711247,-121.0
2000,17356,0.6481199739187133,0.3248573856286108,21097,8032,0.33052818071088474,-98.0,10000,3544,0.31599699586932034,-17.0
2001,15508,0.5012413793103448,0.17792284708064865,15000,4645,0.26652267818574515,-55.0,5000,2018,0.3801143862736472,-218.0
2006,14742,0.4558948589099343,0.1438343554193483,42195,14710,0.44620689655172413,-49.0,10000,2999,0.17791411042944785,-105.0
2007,13616,0.3469967532467532,0.07801058688871332,15000,4462,0.3030520646319569,-118.0,21097,5991,0.23492026808412295,-8.0
2010,16975,0.5742018398268398,0.029807803773494013,42195,16548,0.5895819749329856,-14.0,42195,16115,0.49920609717370595,-343.0
2014,16019,0.5512569731217851,0.06467670133325898,42195,16136,0.5005398539218799,-343.0,42195,15093,0.4726206896551724,-70.0
2016,16209,0.5051762464274373,0.2543757227774513,10000,3038,0.2751661918328585,-6.0,01:53:49,21097,6829,0.22643485546711353,-113.0
2018,13788,0.3821414766138384,-0.04872986810893698,42195,14229,0.4130344827586207,-49.0,10000,4292,0.44870820668693007,-51.0
2025,17546,0.5900920927278501,0.33472693842523493,15000,4859,0.2973362131029518,-125.0,15000,4753,0.21339409550227859,-218.0
2026,17430,0.604978354978355,0.13363875376307865,21097,7290,0.6273951811800418,-14.0,21097,7519,0.3152840212505108,-343.0
2029,17816,0.6087927975290793,0.15959102631648814,5000,1785,0.3827775012444002,-22.0,42195,16131,0.5156260411807823,-27.0
2032,17074,0.5601143220069863,0.28596748826711127,10000,3272,0.2674920277621459,-21.0,10000,3111,0.2808016397176042,-49.0
2033,15835,0.48142267386471893,0.11317050145178364,21097,6841,0.28262372814383085,-21.0,42195,15359,0.4538806166820398,-343.0
2035,16242,0.5674128812576976,0.14425275031743756,42195,16284,0.5693769648470992,-47.0,10000,3336,0.27694329703342097,-68.0
2037,14469,0.42958620689655175,0.14575149730917464,15000,4543,0.25183585313174944,-55.0,21097,6358,0.3158335660430047,-8.0
2039,19297,0.7312635281385281,0.052579386510146486,42195,18566,0.7357820763602115,-14.0,42195,17253,0.6215862068965518,-413.0
2042,17380,0.6015963203463204,-0.028841816850048163,42195,17527,0.6605085850901978,-14.0,21097,9140,0.6003676893025394,-84.0
2045,17689,0.5991743410606541,0.1519114294503911,21097,7252,0.38343100080432035,-105.0,42195,16063,0.5110948224162057,-329.0
2046,17035,0.6248641599652249,0.0659180355837472,42195,16888,0.5964137931034483,-413.0,42195,16385,0.5214784556595072,-294.0
2047,05:15:25,18925,0.7126198497019953,04:28:52,42195,16132,0.5048095928317301,04:27:36,42195,16056,0.5106283734257346,-70.0
2050,15062,0.4806339389253962,0.13814516413091715,21097,6672,0.3167873147190624,-84.0,21097,7400,0.3681902348698957,-280.0
2052,17004,0.5556684661797396,0.07057469413104489,15000,5001,0.37349788892497565,-42.0,42195,16892,0.5966896551724138,-28.0
2054,16933,0.5995172413793104,0.2922790995112462,10000,3189,0.23917173252279636,-51.0,21097,7473,0.37530455121333206,-264.0
2055,13748,0.3867275230022459,0.018267978897725246,21097,7051,0.36033551648856715,-84.0,21097,8119,0.3765835717204741,-259.0
2056,14254,0.4233862203868724,0.11939752608882787,15000,4719,0.19787894464562855,-126.0,42195,14712,0.41009844395046047,-217.0
2057,19532,0.7471590909090909,-0.04537870822003387,42195,19888,0.8315583568789393,-14.0,42195,19166,0.7535172413793103,-413.0
