@relation WekaTry2

@attribute ﻿MarathonResultInSecondsNormalized numeric
@attribute ImprovementRate numeric
@attribute RaceOneKM {5000,10000,15000,21000,21097,42195}
@attribute RaceOneResultInSecondsNormalized numeric
@attribute TimeBetweenMarathonAndRaceOne numeric
@attribute RaceTwoKM {5000,10000,15000,21000,21097,42195}
@attribute RaceTwoResultInSecondsNormalized numeric
@attribute TimeBetweenRaceOneAndRaceTwo numeric
@attribute Success {Y,N}

@data
0.41136,0.087207,21097,0.317247,-84,15000,0.331059,-20,N
0.471666,0.140535,15000,0.379831,-21,21097,0.282431,-63,N
0.478701,0.234319,15000,0.289867,-21,10000,0.198898,-79,N
0.498724,0.093042,42195,0.501586,-49,21097,0.309778,-35,N
0.506637,0.190878,21097,0.329151,-21,21097,0.302367,-98,N
0.513034,0.262952,10000,0.217515,-51,15000,0.282649,-4,N
0.510322,0.041442,15000,0.610223,-6,10000,0.327538,-11,N
0.598531,0.260412,10000,0.31022,-100,15000,0.366019,-4,N
0.817576,0.176381,21097,0.629068,-91,15000,0.653321,-13,N
0.371224,0.059839,21097,0.312536,-84,15000,0.310233,-20,N
0.671894,0.05325,10000,0.505025,-6,10000,0.732262,-15,N
0.922173,0.486291,10000,0.463196,-7,10000,0.408569,-10,N
0.192656,0.022647,42195,0.192138,-49,21097,0.14788,-35,N
0.189462,0.008274,21097,0.222538,-14,21097,0.139837,-84,N
0.209586,0.076267,10000,0.106809,-49,21097,0.15983,-35,N
0.269144,0.086073,21097,0.170631,-84,15000,0.195512,-20,N
0.230552,0.063546,21097,0.190969,-35,15000,0.143042,-56,N
0.258069,0.1791,15000,0.12167,-55,21097,0.036267,-36,N
0.30276,-0.04134,42195,0.451756,-98,15000,0.236445,-6,Y
0.265034,-0.03789,21097,0.16569,-35,10000,0.44016,-16,Y
0.329204,0.132988,15000,0.237343,-104,10000,0.155088,-11,N
0.238276,-0.070566,21097,0.177525,-35,10000,0.44016,-16,Y
0.257733,-0.02013,42195,0.240897,-21,42195,0.314828,-49,Y
0.356879,0.175139,21097,0.168774,-91,10000,0.194705,-24,N
0.459551,0.02414,42195,0.489314,-14,15000,0.381508,-104,N
0.343919,0.137689,10000,0.233856,-6,21097,0.178603,-15,N
0.354779,0.006916,42195,0.341245,-21,42195,0.354483,-49,N
0.361131,0.104813,42195,0.277773,-21,21097,0.234862,-84,N
0.275655,-0.040674,21097,0.220614,-35,10000,0.412044,-16,Y
0.351241,0.063926,42195,0.3215,-49,15000,0.253132,-6,N
0.379483,0.032709,21097,0.262668,-84,15000,0.43088,-20,N
0.400027,0.179986,42195,0.239441,-14,21097,0.200641,-91,N
0.253278,0.070178,15000,0.219749,-104,10000,0.146451,-11,N
0.568047,0.073081,42195,0.551692,-14,21097,0.43824,-84,N
0.52151,0.096292,21097,0.464618,-14,15000,0.385817,-104,N
0.418315,0.196415,21097,0.157983,-91,15000,0.285817,-13,N
0.470286,0.129701,10000,0.296796,-6,42195,0.384373,-15,N
0.354208,0.087843,10000,0.156695,-6,42195,0.376034,-15,N
0.336451,0.149545,10000,0.147606,-100,15000,0.226206,-4,N
0.567037,0.082648,42195,0.529262,-21,42195,0.439517,-49,N
0.527406,0.134502,42195,0.492345,-49,21097,0.293465,-49,N
0.49069,0.183618,21097,0.296645,-98,10000,0.317499,-17,N
0.455827,-0.071312,42195,0.462157,-21,42195,0.592122,-98,Y
0.483572,0.143343,42195,0.472138,-49,21097,0.208319,-35,N
0.386703,0.132149,10000,0.220555,-100,15000,0.288553,-4,N
0.39765,-0.001347,42195,0.380131,-21,42195,0.417862,-49,Y
0.524161,0.126792,42195,0.529437,-47,10000,0.265302,-68,N
0.498879,0.153305,42195,0.48731,-49,10000,0.203837,-51,N
0.388731,0.136396,21097,0.379435,-14,21097,0.125235,-98,N
0.497497,0.184501,21097,0.268183,-98,15000,0.35781,-20,N
0.616966,0.224394,21097,0.464552,-35,21097,0.320591,-14,N
0.721054,0.13135,42195,0.59196,-21,42195,0.587448,-49,N
0.665923,0.145506,21097,0.673876,-14,21097,0.366958,-98,N
0.473593,0.087759,21097,0.381363,-84,15000,0.390305,-20,N
0.627038,0.277003,21097,0.356084,-84,15000,0.343986,-20,N
0.634557,0.338867,10000,0.260638,-100,15000,0.330742,-4,N
0.641455,0.150036,21097,0.545674,-84,15000,0.437163,-20,N
0.70759,0.229986,10000,0.410019,-6,42195,0.545187,-15,N
0.739544,0.270675,21097,0.495117,-84,15000,0.442621,-20,N
0.838615,-0.060545,42195,0.90777,-21,42195,0.890552,-49,Y
0.818952,0.266989,21097,0.44377,-91,21097,0.660157,-21,N
0.672138,0.325518,21097,0.393657,-35,10000,0.299582,-16,N
0.556328,0.03295,21097,0.411927,-84,15000,0.634829,-20,N
0.389408,-0.086038,42195,0.66705,-98,15000,0.283842,-6,Y
0.72296,0.376869,21097,0.357009,-21,21097,0.335172,-84,N
0.478809,0.119161,42195,0.488354,-47,10000,0.230943,-68,N
0.578734,0.120611,21097,0.54373,-14,21097,0.372515,-84,N
0.525538,0.144074,15000,0.473968,-104,10000,0.28896,-11,N
0.549208,0.258261,21097,0.348041,-84,10000,0.233853,-16,N
0.466058,0.063103,15000,0.490664,-104,10000,0.315246,-11,N
0.621647,0.118213,21097,0.532203,-77,21097,0.474664,-7,N
0.477696,0.117588,21097,0.355854,-84,10000,0.364362,-16,N
0.65172,0.208016,21097,0.477766,-84,10000,0.409641,-14,N
0.271743,-0.004713,42195,0.332414,-49,21097,0.220499,-35,Y
0.210746,-0.008353,42195,0.281586,-49,21097,0.156613,-35,Y
0.12501,0.001897,15000,0.14063,-21,21097,0.105596,-63,N
0.221586,0.087471,21097,0.146271,-35,15000,0.121958,-20,N
0.265354,0.082593,42195,0.208795,-14,21097,0.156728,-84,N
0.161704,0.016811,21097,0.146731,-84,21097,0.143055,-28,N
0.316448,0.107975,15000,0.210413,-57,10000,0.206533,-8,N
0.386148,0.222082,21097,0.194823,-112,10000,0.133308,-3,N
0.227586,0.067369,21097,0.17155,-35,15000,0.148884,-20,N
0.27615,0.125049,5000,0.010788,-77,10000,0.291413,-23,N
0.041024,-0.027881,15000,0.097666,-6,10000,0.040144,-8,Y
0.231793,0.061745,21097,0.196024,-35,10000,0.144073,-70,N
0.497497,0.09023,42195,0.400203,-14,42195,0.414333,-47,N
0.337054,0.038308,21097,0.378865,-14,21097,0.218625,-47,N
0.369385,0.181366,21097,0.216463,-77,10000,0.159574,-23,N
0.287746,0.067453,15000,0.257714,-21,10000,0.182874,-28,N
0.310657,0.184969,10000,0.144762,-115,10000,0.106615,-3,N
0.505621,0.07479,42195,0.434557,-21,42195,0.427103,-49,N
0.58444,0.282565,42195,0.415539,-21,15000,0.18821,-21,N
0.242276,0.086983,10000,0.139528,-7,15000,0.171058,-48,N
0.226207,0.085034,10000,0.122662,-7,15000,0.159683,-48,N
0.387724,0.081218,21097,0.296565,-63,10000,0.316447,-14,N
0.287202,0.038862,21097,0.307532,-14,21097,0.189149,-47,N
0.370545,0.141943,21097,0.282431,-84,10000,0.174772,-16,N
0.321586,0.121667,21097,0.213949,-35,15000,0.185889,-20,N
0.356966,0.110823,21097,0.257727,-35,15000,0.234557,-20,N
0.237241,0.063709,21097,0.174423,-35,15000,0.172642,-20,N
0.294646,0.064463,15000,0.244165,-104,21097,0.216201,-8,N
0.19532,0.023725,15000,0.183842,-104,21097,0.159348,-8,N
0.407808,0.244116,15000,0.205424,-21,10000,0.12196,-79,N
0.381327,0.087841,42195,0.344069,-70,21097,0.242905,-35,N
0.358407,0.18837,10000,0.111132,-100,15000,0.228942,-4,N
0.407499,0.133247,21097,0.289326,-84,15000,0.259179,-20,N
0.489459,0.254718,15000,0.272711,-104,10000,0.196771,-11,N
0.543641,0.174948,10000,0.338827,-77,15000,0.39856,-27,N
0.582555,-0.044341,15000,0.6693,-104,10000,0.584491,-11,Y
0.436789,0.053963,5000,0.386568,-104,10000,0.379084,-11,N
0.508002,0.261001,21097,0.308859,-84,10000,0.185142,-14,N
0.746636,0.497431,15000,0.319031,-6,10000,0.179379,-8,N
0.395059,0.096938,21097,0.251897,-91,15000,0.344345,-13,N
0.928358,0.335186,21097,0.667701,-105,21097,0.518643,-14,N
0.534521,0.257571,21097,0.342296,-84,21097,0.211604,-14,N
0.706919,0.233874,21097,0.494542,-84,15000,0.451548,-20,N
0.64428,0.212328,21097,0.388142,-84,15000,0.475763,-20,N
0.493622,0.155407,10000,0.31041,-100,15000,0.366019,-4,N
0.607793,0.183877,21097,0.448696,-35,15000,0.399136,-20,N
0.590491,0.290114,21097,0.239631,-98,15000,0.361123,-6,N
0.428828,0.097795,21097,0.305872,-35,10000,0.356193,-16,N
0.656451,0.299714,21097,0.427895,-112,10000,0.28558,-3,N
0.48309,0.078466,42195,0.542346,-14,21097,0.266903,-91,N
0.490401,0.140591,21097,0.431125,-91,10000,0.268494,-24,N
0.65775,0.330478,21097,0.401126,-84,10000,0.253419,-16,N
0.558284,0.172484,21097,0.37895,-84,21097,0.392651,-28,N
0.518759,0.109932,10000,0.344795,-51,15000,0.472858,-4,N
0.392114,0.086881,21097,0.23624,-84,15000,0.374226,-20,N
0.463766,0.238639,21097,0.229576,-21,10000,0.220679,-49,N
0.578552,0.214591,10000,0.387728,-51,10000,0.340194,-54,N
0.580054,0.29487,10000,0.304031,-49,10000,0.266337,-51,N
0.425487,0.166944,15000,0.307361,-104,10000,0.209726,-11,N
0.505373,0.194868,21097,0.37918,-84,10000,0.241831,-16,N
0.505373,0.194963,21097,0.37918,-84,10000,0.241641,-16,N
0.537517,0.23085,21097,0.321039,-35,15000,0.292297,-20,N
0.656307,0.244781,21097,0.393428,-84,15000,0.429623,-20,N
0.41107,0.115224,21097,0.354056,-112,21097,0.237636,-7,N
0.642654,0.037628,21097,0.692279,-14,15000,0.517774,-104,N
0.605521,0.247637,21097,0.276271,-98,15000,0.439497,-6,N
0.497211,0.034349,21097,0.478686,-84,15000,0.447038,-20,N
0.449517,0.176923,21097,0.339078,-35,10000,0.20611,-56,N
0.436645,0.03347,21097,0.38412,-84,21097,0.422228,-28,N
0.468342,0.114828,21097,0.389101,-77,15000,0.317927,-27,N
0.437418,0.168381,21097,0.307135,-84,21097,0.230938,-14,N
0.429724,0.117934,15000,0.304536,-55,21097,0.319045,-8,N
0.428914,0.176538,21097,0.280018,-84,10000,0.224734,-16,N
0.379194,-0.002991,21097,0.482451,-14,21097,0.281918,-98,Y
0.301229,0.16881,21097,0.073635,-51,15000,0.191203,-6,N
0.349199,0.147917,15000,0.249731,-104,10000,0.152835,-11,N
0.26999,0.034807,42195,0.25373,-21,42195,0.216636,-98,N
0.750552,0.437612,21097,0.376422,-35,10000,0.249457,-28,N
0.448931,0.004382,21097,0.552077,-14,21097,0.337022,-59,N
0.338812,-0.205582,21097,0.566306,-14,21097,0.522482,0,Y
0.410346,0.078943,21097,0.318281,-84,15000,0.344524,-20,N
0.435931,0.125486,21097,0.34264,-35,10000,0.278251,-70,N
0.476691,0.234857,21097,0.2899,-84,10000,0.193769,-16,N
0.483881,0.235511,21097,0.261174,-84,15000,0.235565,-20,N
0.48714,0.153384,21097,0.244713,-98,15000,0.422801,-6,N
0.488365,0.145889,10000,0.267097,-100,15000,0.417855,-4,N
0.662389,0.281382,10000,0.327888,-100,15000,0.434125,-4,N
0.333436,0.061966,21097,0.247332,-77,15000,0.295608,-27,N
0.808891,0.456603,10000,0.31307,-100,15000,0.391505,-4,N
0.698261,0.408187,21097,0.357693,-84,10000,0.222454,-16,N
0.27531,0.097907,21097,0.199586,-35,15000,0.15522,-20,N
0.555351,0.000063,42195,0.555856,-21,42195,0.554721,-98,N
0.452828,0.238286,10000,0.176672,-51,15000,0.252412,-4,N
0.409793,0.06942,10000,0.337766,-51,15000,0.342981,-4,N
0.723232,0.299046,42195,0.522621,-49,21097,0.32575,-35,N
0.746577,0.331874,21097,0.431555,-47,21097,0.397852,-51,N
0.503514,0.162363,21097,0.299897,-84,15000,0.382406,-20,N
0.513656,0.185862,21097,0.334942,-84,15000,0.320646,-20,N
0.446207,0.115343,10000,0.338906,-51,15000,0.322822,-4,N
0.663703,0.353206,10000,0.25152,-100,15000,0.369474,-4,N
0.49424,0.198601,21097,0.303257,-47,10000,0.288021,-68,N
0.51581,0.224676,21097,0.356774,-84,10000,0.225494,-16,N
0.581291,0.175112,21097,0.423877,-84,15000,0.388481,-20,N
0.356552,0.123581,15000,0.247372,-55,21097,0.218569,-36,N
0.503103,0.214619,21097,0.392508,-35,10000,0.18446,-16,N
0.701971,0.324225,10000,0.361877,-49,10000,0.393617,-51,N
0.485655,0.234928,21097,0.264162,-35,15000,0.237293,-20,N
0.368777,0.009471,21097,0.433694,-14,15000,0.284919,-104,N
0.593784,0.082602,10000,0.526135,-76,15000,0.49623,-28,N
0.496069,0.258279,21097,0.296449,-35,10000,0.179131,-56,N
0.388621,0.11801,21097,0.277146,-35,15000,0.264075,-20,N
0.681881,0.133138,21097,0.592669,-84,21097,0.504817,-14,N
0.597371,0.082682,15000,0.498701,-21,21097,0.530678,-56,N
0.513584,0.252817,15000,0.312747,-104,10000,0.208787,-11,N
0.693183,0.269205,10000,0.51412,-112,10000,0.333834,-3,N
0.467655,0.076224,21097,0.345858,-35,15000,0.437005,-20,N
0.522138,0.078718,10000,0.233853,-51,15000,0.652987,-54,N
0.753931,0.202354,21097,0.526026,-35,10000,0.577128,-16,N
0.705914,0.273659,10000,0.350262,-49,10000,0.514248,-51,N
0.530175,0.138352,21097,0.343789,-84,15000,0.439856,-20,N
0.523944,0.138531,21097,0.33115,-84,15000,0.439677,-20,N
0.491148,0.136571,21097,0.387195,-77,15000,0.321958,-27,N
0.38977,0.01225,21097,0.446628,-84,21097,0.308412,-28,N
0.329856,0.166959,21097,0.209383,-112,10000,0.11641,-3,N
0.184345,0.042917,21097,0.14765,-35,15000,0.135205,-20,N
0.391898,0.187257,21097,0.208204,-37,15000,0.201077,-20,N
0.560335,0.080217,21097,0.46974,-14,42195,0.490497,-47,N
0.412809,0.135537,21097,0.25991,-84,21097,0.294633,-35,N
0.502717,0.238028,21097,0.24881,-98,10000,0.280567,-20,N
0.598995,0.221438,10000,0.361877,-49,10000,0.393237,-51,N
0.565379,0.285281,15000,0.298344,-55,10000,0.261853,-36,N
0.602768,0.214891,21097,0.362289,-84,15000,0.413465,-20,N
0.500471,0.189148,15000,0.359785,-104,10000,0.262861,-11,N
0.563718,0.168724,21097,0.368264,-84,15000,0.421724,-20,N
0.520104,0.181453,21097,0.247149,-98,10000,0.430154,-17,N
0.636963,0.224791,21097,0.40262,-84,15000,0.421724,-20,N
0.686735,0.243026,21097,0.398368,-84,15000,0.489048,-20,N
0.711034,0.405804,21097,0.380788,-35,10000,0.229673,-16,N
0.375063,0.087446,21097,0.214373,-98,15000,0.360862,-6,N
0.468483,0.155641,21097,0.375733,-35,10000,0.24995,-56,N
0.607404,0.265701,21097,0.27461,-98,15000,0.408797,-6,N
0.373071,0.034537,21097,0.160723,-21,42195,0.516345,-49,N
0.528436,0.204232,21097,0.374469,-84,10000,0.273939,-31,N
0.692313,0.173983,21097,0.504883,-84,15000,0.531777,-20,N
0.66007,0.343026,10000,0.293123,-100,15000,0.340965,-4,N
0.492762,0.072552,21097,0.526276,-14,21097,0.314145,-84,N
0.642034,0.240561,21097,0.395043,-91,21097,0.407904,-21,N
0.716801,0.253395,21097,0.588096,-91,10000,0.338716,-24,N
0.673477,0.234116,15000,0.458707,-104,10000,0.420015,-11,N
0.525538,0.144164,15000,0.473788,-104,10000,0.28896,-11,N
0.631819,0.202545,21097,0.404688,-84,15000,0.45386,-20,N
0.369241,0.110871,15000,0.22995,-55,21097,0.286791,-8,N
0.298759,0.109833,10000,0.232444,-7,10000,0.145408,-84,N
0.467532,0.132902,10000,0.30203,-14,21097,0.36723,-84,N
0.414966,0.129672,21097,0.302539,-35,10000,0.268047,-16,N
0.324159,0.063835,15000,0.306106,-21,15000,0.214543,-83,N
0.406941,0.200569,15000,0.257092,-104,10000,0.155652,-11,N
0.408389,0.150011,21097,0.228427,-84,15000,0.28833,-20,N
0.322759,0.10751,21097,0.250603,-35,10000,0.179893,-70,N
0.459248,0.225412,21097,0.227278,-84,15000,0.240395,-20,N
0.426069,0.097719,21097,0.394043,-14,15000,0.262657,-104,N
0.569308,0.210905,21097,0.423302,-84,10000,0.293503,-16,N
0.748365,0.231727,10000,0.450947,-21,21097,0.582328,-84,N
0.447443,0.021138,42195,0.555242,-14,21097,0.297369,-84,N
0.376512,-0.169388,21097,0.568999,-84,15000,0.522801,-20,Y
0.642827,0.273141,21097,0.404688,-37,21097,0.334682,-7,N
0.518945,0.165288,21097,0.30139,-84,15000,0.405925,-20,N
0.341034,0.041157,21097,0.254855,-35,10000,0.3449,-14,N
0.499379,0.037739,10000,0.264248,-51,21097,0.659034,-12,N
0.646743,0.1452,21097,0.493393,-84,15000,0.509695,-20,N
0.865327,0.308938,5000,0.595111,-56,10000,0.517667,-44,N
0.434036,0.253402,21097,0.175013,-91,10000,0.186256,-24,N
0.548701,0.17845,21097,0.339066,-105,15000,0.401436,-13,N
0.397015,0.168477,21097,0.231015,-47,10000,0.226061,-68,N
0.229931,0.091566,21097,0.139377,-35,10000,0.137353,-42,N
0.872138,0.21983,21097,0.761814,-28,21097,0.542801,-7,N
0.477862,0.109199,21097,0.438125,-35,10000,0.299202,-16,N
0.546552,0.265536,21097,0.280823,-35,15000,0.28121,-20,N
0.274,0.181595,15000,0.12959,-55,10000,0.05522,-29,N
0.620621,0.243287,21097,0.400666,-35,21097,0.354001,-14,N
0.287172,0.16476,10000,0.117971,-51,15000,0.126854,-4,N
0.269448,0.093229,10000,0.180661,-51,15000,0.171778,-4,N
0.401362,0.248632,21097,0.167645,-98,10000,0.137814,-17,N
0.500857,0.077712,42195,0.489862,-70,21097,0.356429,-35,N
0.407034,0.103449,21097,0.332874,-35,15000,0.274298,-20,N
0.414534,0.088252,21097,0.286683,-84,10000,0.365881,-16,N
0.859916,0.121599,42195,0.957618,-14,21097,0.519016,-84,N
0.596634,-0.060271,42195,0.713259,-21,42195,0.600552,-49,Y
0.482481,0.25904,42195,0.31638,-14,21097,0.130501,-91,N
0.634897,0.049881,21097,0.42066,-35,10000,0.749371,-6,N
0.467059,0.114626,42195,0.417953,-14,21097,0.286913,-84,N
0.356245,0.142836,21097,0.20671,-37,15000,0.220108,-20,N
0.324857,0.091832,21097,0.253131,-84,10000,0.212918,-31,N
0.380414,0.167312,21097,0.219005,-35,15000,0.207199,-20,N
0.471705,0.001253,42195,0.460147,-21,42195,0.480759,-49,N
0.658144,0.185776,21097,0.408082,-14,42195,0.536653,-47,N
0.439977,0.199906,15000,0.298205,-104,10000,0.181938,-11,N
0.713339,0.199861,21097,0.622842,-14,21097,0.404114,-84,N
0.569369,0.409873,21097,0.138744,-98,10000,0.180248,-17,N
0.459172,0.140901,21097,0.338159,-35,15000,0.298384,-70,N
0.169655,0.041899,21097,0.141905,-35,15000,0.113607,-20,N
0.601243,0.362099,15000,0.435009,-57,15000,0.043279,-57,N
0.493306,0.194388,10000,0.360871,-14,15000,0.236964,-42,N
0.573071,0.195561,21097,0.375778,-21,21097,0.379242,-98,N
0.428063,0.145996,21097,0.322303,-84,10000,0.241831,-16,N
0.363834,0.133312,21097,0.218316,-84,15000,0.242729,-20,N
0.456668,0.220309,10000,0.18978,-100,15000,0.282937,-4,N
0.630805,0.206542,21097,0.307595,-84,10000,0.540931,-31,N
0.218276,0.079993,21097,0.176261,-35,10000,0.100304,-16,N
0.301239,0.109177,21097,0.181432,-84,15000,0.202693,-20,N
0.268276,0.018303,42195,0.27531,-70,21097,0.224635,-35,N
0.422966,0.196996,21097,0.234517,-35,15000,0.217423,-20,N
0.555351,-0.004769,42195,0.56552,-21,42195,0.554721,-98,Y
0.355224,0.058669,42195,0.352609,-21,15000,0.2405,-21,N
0.38825,0.007877,42195,0.38392,-21,42195,0.376828,-49,N
0.425278,0.023969,42195,0.398686,-21,42195,0.403931,-49,N
0.408701,0.010449,21097,0.288946,-21,42195,0.507558,-98,N
0.539727,0.082143,42195,0.478547,-21,42195,0.436621,-49,N
0.393724,0.133598,21097,0.301735,-35,10000,0.218516,-56,N
0.398552,0.011211,21097,0.628875,-63,5000,0.145806,-14,N
0.536065,0.178965,21097,0.383891,-84,15000,0.33031,-20,N
0.581395,0.328549,21097,0.273059,-98,10000,0.232632,-17,N
0.483582,-0.224349,21097,0.810827,-21,42195,0.605034,-49,Y
0.697504,0.101863,10000,0.731383,-2,15000,0.459899,-4,N
0.534414,0.121081,21097,0.400168,-63,21097,0.426499,-28,N
0.376421,0.078756,10000,0.390578,-100,15000,0.204752,-4,N
0.217561,0.076352,21097,0.141665,-59,15000,0.140754,-45,N
0.438963,0.157294,21097,0.19278,-98,15000,0.370557,-6,N
0.462363,0.152826,21097,0.280476,-47,15000,0.3386,-57,N
0.312966,0.103008,21097,0.223371,-35,15000,0.196544,-20,N
0.693172,0.296548,21097,0.444904,-35,21097,0.348345,-14,N
0.199613,0.072677,15000,0.118058,-21,21097,0.135815,-63,N
0.416937,-0.032389,42195,0.452945,-14,21097,0.445708,-84,Y
0.725172,0.160721,21097,0.507411,-35,21097,0.621491,-14,N
0.480041,0.151335,21097,0.266748,-98,15000,0.390664,-6,N
0.354017,-0.010129,42195,0.395671,-21,42195,0.332621,-49,Y
0.297642,0.061945,10000,0.242021,-100,15000,0.229374,-4,N
0.568862,0.083043,21097,0.353317,-47,10000,0.618321,-51,N
0.500657,0.092004,21097,0.425945,-84,15000,0.391361,-20,N
0.374759,0.181322,10000,0.160524,-51,15000,0.22635,-4,N
0.569768,0.265142,10000,0.318197,-91,21097,0.291056,-28,N
0.453598,0.144873,42195,0.380062,-14,21097,0.237389,-84,N
0.417735,-0.089851,42195,0.807351,-98,21097,0.207822,-21,Y
0.570818,0.27733,21097,0.362748,-84,21097,0.224228,-14,N
0.597406,0.243533,21097,0.380296,-47,10000,0.32745,-68,N
0.299724,-0.078757,21097,0.190854,-35,10000,0.566109,-16,Y
0.454104,0.135139,15000,0.378636,-104,10000,0.259294,-11,N
0.782219,0.351424,21097,0.492669,-98,10000,0.368921,-2,N
0.652261,0.227651,10000,0.368731,-100,15000,0.48049,-4,N
0.580827,0.213674,21097,0.426175,-84,10000,0.308131,-16,N
0.458755,0.009139,10000,0.37785,-100,15000,0.521382,-4,N
0.569007,0.24158,15000,0.373968,-104,10000,0.280886,-11,N
0.729696,0.219542,21097,0.502356,-84,15000,0.517953,-20,N
0.492385,0.046196,42195,0.457931,-49,21097,0.434448,-35,N
0.711944,0.363722,21097,0.385844,-84,10000,0.3106,-16,N
0.43363,0.015784,21097,0.317454,-77,10000,0.518237,-23,N
0.33421,0.24129,10000,0.113032,-100,5000,0.072807,-12,N
0.273517,0.11765,10000,0.12671,-51,15000,0.185025,-4,N
0.400543,0.219203,10000,0.151236,-72,10000,0.211444,-17,N
0.517931,0.25123,15000,0.320108,-104,10000,0.213293,-11,N
0.569079,0.309915,21097,0.318741,-84,10000,0.199587,-31,N
0.494965,0.12148,21097,0.276635,-112,10000,0.470334,-3,N
0.479706,0.16647,15000,0.379831,-21,10000,0.246641,-28,N
0.697256,0.442341,21097,0.306561,-84,10000,0.203267,-16,N
0.478247,0.096144,42195,0.434557,-21,21097,0.329649,-77,N
0.57557,0.26001,15000,0.276876,-21,21097,0.354246,-63,N
0.59516,0.301476,21097,0.339528,-47,10000,0.247841,-68,N
0.570414,0.020719,21097,0.715614,-14,21097,0.383776,-84,N
0.490993,0.25768,10000,0.240312,-100,5000,0.226316,-12,N
0.537862,0.124014,42195,0.574847,-49,10000,0.25285,-2,N
0.493045,0.09078,21097,0.376173,-21,21097,0.428358,-84,N
0.483373,0.234373,21097,0.256348,-84,15000,0.241652,-20,N
0.310707,0.070917,10000,0.284764,-100,15000,0.194816,-4,N
0.531047,0.085002,10000,0.395939,-14,21097,0.496151,-84,N
0.438238,0.117414,15000,0.412208,-104,10000,0.22944,-11,N
0.693622,0.311285,21097,0.465472,-84,10000,0.299202,-16,N
0.468074,0.171068,42195,0.380062,-14,21097,0.213949,-84,N
0.60284,0.191785,21097,0.327317,-98,15000,0.494794,-6,N
0.807506,0.279825,15000,0.55386,-104,10000,0.501502,-11,N
0.478664,0.243028,10000,0.171048,-115,10000,0.300225,0,N
0.219482,-0.141088,21097,0.192645,-77,10000,0.528495,-23,Y
0.163241,0.037623,21097,0.136045,-35,15000,0.115191,-20,N
0.144856,0.031821,10000,0.134856,-28,15000,0.091216,-28,N
0.469156,0.063559,21097,0.420983,-14,21097,0.39021,-84,N
0.563718,0.19541,21097,0.353671,-84,15000,0.382944,-20,N
0.38361,0.074941,42195,0.365586,-49,21097,0.251752,-35,N
0.356552,0.055872,42195,0.354276,-49,15000,0.247084,-55,N
0.254414,0.156877,21097,0.166035,-35,10000,0.02904,-56,N
0.522483,0.119983,21097,0.374698,-35,10000,0.430301,-31,N
0.507859,-0.010047,21097,0.462025,-37,15000,0.573788,-20,Y
0.469673,0.145126,15000,0.335499,-42,10000,0.313596,-28,N
0.469862,0.186154,21097,0.304493,-35,15000,0.262923,-20,N
0.453724,0.172302,21097,0.29013,-35,15000,0.272714,-20,N
0.422807,0.097372,21097,0.303114,-84,15000,0.347756,-20,N
0.546345,0.193414,21097,0.429737,-35,15000,0.276125,-56,N
0.525176,0.263627,15000,0.299102,-104,10000,0.223995,-11,N
0.627448,0.268237,21097,0.429622,-35,15000,0.2888,-56,N
0.122483,0.027579,21097,0.102838,-35,15000,0.086969,-20,N
0.360966,0.104219,21097,0.238424,-35,10000,0.27507,-31,N
0.452483,0.181781,21097,0.296335,-35,15000,0.245068,-20,N
0.431211,0.154818,15000,0.356014,-104,10000,0.196771,-11,N
0.420719,-0.000425,21097,0.335287,-84,10000,0.507002,-21,Y
0.476491,0.241559,15000,0.349192,-104,5000,0.120672,-8,N
0.452854,0.01889,21097,0.29622,-98,42195,0.57171,-14,N
0.403758,0.133687,15000,0.301795,-57,10000,0.238348,-32,N
0.493724,0.23801,21097,0.260025,-35,15000,0.251404,-20,N
0.400207,0.133135,21097,0.262149,-49,15000,0.271994,-6,N
0.49931,0.18337,21097,0.35528,-35,15000,0.276602,-20,N
0.463379,0.112394,21097,0.368494,-35,15000,0.333477,-20,N
0.176483,0.04188,21097,0.147535,-35,15000,0.12167,-20,N
0.202276,0.053436,21097,0.161898,-35,15000,0.135781,-20,N
0.217008,0.058637,21097,0.174193,-84,15000,0.142549,-20,N
0.211793,0.054413,21097,0.160404,-35,15000,0.154356,-20,N
0.320038,0.033359,42195,0.378828,-70,21097,0.194531,-35,N
0.258276,0.075387,21097,0.188096,-35,15000,0.177682,-20,N
0.229448,0.073207,21097,0.186487,-35,21097,0.125995,-14,N
0.200445,0.092065,21097,0.104712,-21,10000,0.112047,-49,N
0.596444,0.169066,21097,0.443525,-84,15000,0.411231,-20,N
0.423024,0.055413,21097,0.312421,-84,15000,0.422801,-20,N
0.434712,0.089444,21097,0.36109,-77,15000,0.329446,-27,N
0.36579,0.040082,21097,0.32251,-59,15000,0.328905,-45,N
0.48937,0.143522,15000,0.3886,-21,15000,0.303096,-83,N
0.446483,0.141217,21097,0.31334,-35,15000,0.297192,-20,N
0.604793,0.290681,21097,0.34356,-84,15000,0.284665,-20,N
0.368345,0.093,21097,0.267176,-49,15000,0.283513,-6,N
0.490916,0.173679,21097,0.35528,-84,15000,0.279194,-20,N
0.377034,0.109991,21097,0.285419,-35,15000,0.248668,-20,N
0.358969,0.028706,21097,0.395561,-14,21097,0.264966,-84,N
0.470759,0.214492,21097,0.267609,-35,15000,0.244924,-20,N
0.356784,0.031757,42195,0.407034,-49,21097,0.24302,-35,N
