Marathon,RaceOne,RaceOneKM,RaceOneResultInSecondsNormalized,TimeBetweenMarathonAndRaceOne,RaceTwo,RaceTwoKM,RaceTwoResultInSecondsNormalized,TimeBetweenRaceOneAndRaceTwo,MarathonResultInSeconds,MarathonResultInSecondsNormalized,ImprovementRate,ImprovementClass
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.253131104,-84,מרוץהלילהשלתל-אביב,10000,0.212917762,-31,12894,0.29194609,0.058921657,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.219004941,-35,מרוץאייל,15000,0.209475951,-20,13756,0.363852243,0.149611797,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.415847386,-21,מרתוןטבריהWinner,42195,0.459828496,-49,15682,0.471705303,0.033867362,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.239671787,-14,InternationalTiberiasWinnerMarathon,42195,0.53665333,-47,18216,0.658143939,0.269981381,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.238478105,-104,מרוץהלילהשלתל-אביב,10000,0.181937664,-11,14483,0.395403347,0.185195462,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.347676748,-14,חצימרתוןעמקהמעיינות,21097,0.404113524,-84,19032,0.713338745,0.337443608,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.138744325,-98,מרוץהלילהשלתל-אביב,10000,0.180247841,-17,16269,0.511686959,0.352190876,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.338159255,-35,בשבילהבניםהדרוזים,15000,0.298383696,-70,14898,0.439182058,0.120910582,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.14190509,-35,מרוץאייל,15000,0.11615219,-20,10700,0.162269129,0.033240489,Failure
InternationalTiberiasWinnerMarathon,מרוץאייל,15000,0.347882268,-57,שבילהבניםהדרוזים,15000,0.043279022,-57,16730,0.601243212,0.405662567,Failure
המרתוןהמדבריאילת,מרוץכוכביאירצוריגאל,10000,0.283134473,-14,בשבילהבניםהדרוזים,15000,0.23696416,-42,16386,0.493305692,0.233256376,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.397099513,-21,המרתוןהמדבריאילת,21097,0.379241726,-98,17278,0.573070816,0.184900196,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.322302654,-84,מרוץהלילהשלתל-אביב,10000,0.241831307,-16,14382,0.388827398,0.106760417,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.218315523,-84,מרוץאייל,15000,0.194113424,-20,13432,0.326974412,0.120759939,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.189779635,-100,מרוץאייל,15000,0.284996411,-4,14752,0.412917508,0.175529485,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.307595082,-84,מרוץהלילהשלתל-אביב,10000,0.540931281,-31,17117,0.566898887,0.142635705,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.176261059,-35,מרוץהלילהשלתל-אביב,10000,0.100303951,-16,11405,0.208773087,0.070490582,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.18143169,-84,מרוץאייל,15000,0.162096195,-20,12568,0.27072075,0.098956807,Failure
JerusalemMarathon,מרתוןטבריהWinner,42195,0.263324538,-70,חצימרתוןעמקהמעיינות,21097,0.224635183,-35,12479,0.268275643,0.024295782,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.234516833,-35,מרוץאייל,15000,0.219669777,-20,14373,0.404551451,0.177458146,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.504590143,-21,המרתוןהמדבריאילת,42195,0.554720567,-98,16999,0.555350905,0.02569555,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.325281594,-21,מרוץראשוןלציון,15000,0.240500162,-21,13848,0.355223881,0.072333002,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.351650498,-21,מרתוןטבריהWinner,42195,0.360422164,-49,14368,0.388250238,0.032213907,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.364086204,-21,מרתוןטבריהWinner,42195,0.386345646,-49,14951,0.425277866,0.050061941,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.31323347,-21,המרתוןהמדבריאילת,42195,0.507558089,-98,14690,0.408701175,-0.001694605,Success
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.431343186,-21,מרתוןטבריהWinner,42195,0.417612137,-49,16753,0.539726897,0.115249236,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.301735034,-35,חצימרתוןאשכולגלילמערבי,10000,0.218516389,-56,13949,0.376583113,0.116457402,Failure
מרתוןטבריהWinner,חצימרתוןחיפהה-19,21097,0.628874616,-63,מרוץנהריה,5000,0.145805885,-14,14019,0.381200528,-0.006139723,Success
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.383890612,-84,מרוץאייל,15000,0.332232592,-20,15779,0.47978384,0.121722238,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.273059462,-98,מרוץהלילהשלתל-אביב,10000,0.23263237,-17,16435,0.522494954,0.269649038,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.817288427,-21,מרתוןטבריהWinner,42195,0.578693931,-49,15869,0.48358209,-0.214409089,Success
המרתוןהמדבריאילת,מרוץהלילהשלתל-אביב,10000,0.731382979,-2,מרוץאייל,15000,0.461450108,-4,18750,0.697503671,0.101087128,Failure
מרתוןטבריהWinner,חצימרתוןחיפהה-19,21097,0.400167551,-63,חצימרתוןאשכולגלילמערבי,21097,0.426499033,-28,15989,0.511147757,0.097814465,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.390577508,-100,מרוץאייל,15000,0.207035176,-4,13714,0.345334983,0.046528641,Failure
מרתוןסמסונגתל-אביב,מרוץהערבהעשיוניפרידמן,21097,0.141665155,-59,מרוץאייל,15000,0.112562814,-45,11413,0.195520542,0.068406557,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.192780423,-98,מרוץאייל,15000,0.296338837,-6,14469,0.394491829,0.149932199,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.28047562,-47,מרוץאייל,15000,0.270782484,-57,14792,0.415521844,0.139892792,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.223371251,-35,מרוץאייל,15000,0.1988514,-20,12778,0.299340369,0.088229044,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.444904056,-35,המרתוןהמדבריאילת,21097,0.348345203,-14,18291,0.662994723,0.266370093,Failure
מרתוןסמסונגתל-אביב,מרוץראשוןלציון,15000,0.118057811,-21,חצימרתוןעמקהמעיינות,21097,0.135815236,-63,11427,0.196432059,0.069495536,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.407057751,-14,חצימרתוןעמקהמעיינות,21097,0.445708376,-84,14650,0.416937229,-0.009445834,Success
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.507411238,-35,המרתוןהמדבריאילת,21097,0.621491412,-14,18755,0.693601583,0.129150258,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.266747868,-98,מרוץאייל,15000,0.312419239,-6,15036,0.431408295,0.141824741,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.361546976,-21,מרתוןטבריהWinner,42195,0.318139842,-49,13829,0.354017148,0.01417374,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.242021277,-100,מרוץאייל,15000,0.231586504,-4,12695,0.278989518,0.042185627,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.353317346,-47,DesertMarathon,10000,0.618320611,-51,16262,0.5112312,0.025412222,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.425945076,-84,מרוץאייל,15000,0.393108399,-20,15321,0.44996419,0.040437453,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.160524316,-51,מרוץאייל,15000,0.228571429,-4,13674,0.358443272,0.163895399,Failure
JerusalemMarathon,מרוץלהבים,10000,0.318197454,-91,המרתוןהמדבריאילת,21097,0.291055718,-28,17226,0.56976818,0.265141594,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.341558695,-14,חצימרתוןעמקהמעיינות,21097,0.237389406,-84,15192,0.453598485,0.164124434,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,42195,0.807351493,-98,חצימרתוןגלילמערבי,21097,0.207821817,-21,14176,0.375415066,-0.132171589,Success
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.362748478,-84,DesertMarathon,21097,0.22422766,-14,16289,0.512989127,0.219501058,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.380295763,-47,מרוץהלילהשלתל-אביב,10000,0.327450244,-68,16656,0.536883912,0.183010908,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.190853729,-35,מרוץהלילהשלתל-אביב,10000,0.566109422,-16,12586,0.286675462,-0.091806114,Success
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.302799713,-104,מרוץהלילהשלתל-אביב,10000,0.259294029,-11,14678,0.408099486,0.127052615,Failure
מרתוןסמסונגתל-אביב,המרתוןהמדבריאילת,21097,0.492668622,-98,מרוץהלילהשלתל-אביב,10000,0.368920973,-2,18963,0.687089003,0.256294206,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.368731003,-100,מרוץאייל,15000,0.481981335,-4,17282,0.577641774,0.152285604,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.426174882,-84,מרוץהלילהשלתל-אביב,10000,0.308130699,-16,16358,0.517481607,0.150328816,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.377849544,-100,מרוץאייל,15000,0.52275664,-4,14779,0.414675435,-0.035627658,Success
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.299066762,-104,מרוץהלילהשלתל-אביב,10000,0.280886219,-11,16264,0.511361417,0.221384926,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.50235551,-84,מרוץאייל,15000,0.414213927,-20,18482,0.65577186,0.197487142,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,42195,0.437994723,-49,חצימרתוןעמקהמעיינות,21097,0.434447892,-35,15214,0.442997591,0.006776284,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.385843962,-84,מרוץהלילהשלתל-אביב,10000,0.310600304,-16,18054,0.627905463,0.27968333,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.271822483,-77,מרוץהלילהשלתל-אביב,10000,0.518237082,-23,14454,0.393515203,-0.00151458,Success
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.113031915,-100,חצימרתוןחיפהה-19,5000,0.072807018,-12,13168,0.309785793,0.216866327,Failure
מרתוןטבריהWinner,מרוץהלילהשלתל-אביב,10000,0.126709726,-51,מרוץאייל,15000,0.187365398,-4,12206,0.261609499,0.104571936,Failure
InternationalTiberiasWinnerMarathon,חצימרתוןגלילמערבי,10000,0.151235585,-72,מרוץהלילהשלנהריה,10000,0.211443729,-17,13921,0.400543012,0.219203356,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.255994257,-104,מרוץהלילהשלתל-אביב,10000,0.213293278,-11,15559,0.465459991,0.230816223,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.318740664,-84,מרוץהלילהשלתל-אביב,10000,0.199586932,-31,16265,0.511426525,0.252262727,Failure
מרתוןסמסונגתל-אביב,מרוץחיפה,21097,0.276635082,-112,מרוץהלילהשלתל-אביב,10000,0.47033421,-3,15242,0.444820626,0.071335981,Failure
מרתוןסמסונגתל-אביב,מרוץראשוןלציון,15000,0.379831114,-21,מרתוןטבריהWinner,10000,0.214116251,-28,15050,0.432319812,0.13534613,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.306560956,-84,מרוץהלילהשלתל-אביב,10000,0.203267477,-16,17864,0.615534866,0.360620649,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.394296504,-21,חצימרתוןהשרון,21097,0.282264643,-77,15785,0.478247063,0.139966489,Failure
מרתוןסמסונגתל-אביב,מרוץראשוןלציון,15000,0.276875609,-21,חצימרתוןעמקהמעיינות,21097,0.354245662,-63,16290,0.513054235,0.1974936,Failure
מרתוןסמסונגתל-אביב,InternationalTiberiasWinnerMarathon,21097,0.339528377,-47,מרוץהלילהשלתל-אביב,10000,0.247840781,-68,16625,0.534865551,0.241180972,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.394332602,-14,חצימרתוןעמקהמעיינות,21097,0.38377571,-84,16919,0.570413961,0.181359805,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.24031155,-100,חצימרתוןחיפהה-19,5000,0.226315789,-12,15196,0.44182564,0.20851197,Failure
מרתוןטבריהWinner,המרתוןהמדבריאילת,42195,0.574846679,-49,מרוץהלילהשלתל-אביב,10000,0.252849544,-2,16039,0.51444591,0.100597799,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.397481156,-21,חצימרתוןעמקהמעיינות,21097,0.428358037,-84,16018,0.493045411,0.080125814,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.256348386,-84,מרוץאייל,15000,0.193251974,-20,15082,0.434403281,0.209603102,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.284764438,-100,מרוץאייל,15000,0.1971285,-4,12864,0.289992838,0.049046369,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,10000,0.292080135,-14,חצימרתוןעמקהמעיינות,21097,0.496150753,-84,16337,0.531047078,0.136931634,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.329648241,-104,מרוץהלילהשלתל-אביב,10000,0.229440481,-11,14459,0.393840745,0.114296384,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.465471676,-84,מרוץהלילהשלתל-אביב,10000,0.299202128,-16,17817,0.61247477,0.230137868,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.341558695,-14,חצימרתוןעמקהמעיינות,21097,0.213949213,-84,15406,0.468073593,0.190319639,Failure
מרתוןסמסונגתל-אביב,DesertMarathon,21097,0.327317019,-98,מרוץאייל,15000,0.395692749,-6,16731,0.541767042,0.180262158,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.44292893,-104,מרוץהלילהשלתל-אביב,10000,0.501502065,-11,19556,0.725698288,0.25348279,Failure
מרתוןסמסונגתל-אביב,מרוץהלילהשלתל-אביב,10000,0.171047691,-115,מרוץהלילהשלתל-אביב,10000,0.30022531,0,15017,0.430171235,0.194534735,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.1649535,-77,מרוץהלילהשלתל-אביב,10000,0.528495441,-23,11684,0.21316492,-0.133559551,Success
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.136045042,-35,מרוץאייל,15000,0.117731515,-20,10607,0.156134565,0.029246286,Failure
המרתוןהמדבריאילת,מרוץנהריה,10000,0.134855512,-28,בשבילהבניםהדרוזים,15000,0.091215741,-28,12352,0.14485618,0.031820554,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.246159718,-14,חצימרתוןעמקהמעיינות,21097,0.390210272,-84,15422,0.469155844,0.150970849,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.353671148,-84,מרוץאייל,15000,0.306245513,-20,16191,0.506608503,0.176650173,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,42195,0.349670185,-49,חצימרתוןעמקהמעיינות,21097,0.251752269,-35,13807,0.351390064,0.050678837,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,42195,0.338852243,-49,מרוץאייל,15000,0.249246231,-55,13457,0.328602123,0.034552886,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.166034701,-35,חצימרתוןאשכולגלילמערבי,10000,0.029039678,-56,11929,0.243337731,0.145800542,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.37469838,-35,מרוץאשדודאליפותישראל,10000,0.430301149,-31,15816,0.499736148,0.097236383,Failure
InternationalTiberiasWinnerMarathon,חצימרתוןעמקהמעיינות,21097,0.462024589,-37,מרוץאייל,15000,0.458865757,-20,15423,0.507859388,0.047414215,Failure
JerusalemMarathon,מרוץראשוןלציון,15000,0.335498538,-42,מרתוןטבריהWinner,10000,0.272241993,-28,15650,0.469672912,0.165802646,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.304492704,-35,מרוץאייל,15000,0.265039483,-20,15053,0.449406332,0.164640239,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.29012984,-35,מרוץאייל,15000,0.274802584,-20,14819,0.433970976,0.151504764,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.303113869,-84,מרוץאייל,15000,0.27810481,-20,14246,0.379972654,0.089363315,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.429736872,-35,מרוץחבר,15000,0.276125194,-56,16162,0.522559367,0.169628334,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.23919598,-104,מרוץהלילהשלתל-אביב,10000,0.223995494,-11,15659,0.471970831,0.240375095,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.429621969,-35,מרוץחבר,15000,0.288799793,-56,17338,0.600131926,0.240921045,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.102838102,-35,מרוץאייל,15000,0.089590811,-20,10016,0.117150396,0.020935939,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.238423532,-35,מרוץאשדודאליפותישראל,10000,0.275069854,-31,13474,0.34525066,0.088503967,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.296334597,-35,מרוץאייל,15000,0.247236181,-20,14801,0.432783641,0.160998252,Failure
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.284709261,-104,מרוץהלילהשלתל-אביב,10000,0.19677056,-11,14362,0.38752523,0.146785319,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.335286683,-84,מרוץספארירמת-גן,10000,0.507001795,-21,14287,0.382642099,-0.03850214,Success
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.27925341,-104,מרוץהספארירמתגןעשדודמלמדוביץ,5000,0.120672098,-8,14987,0.428217983,0.228255229,Failure
JerusalemMarathon,חצימרתוןעמקהמעיינות,21097,0.296219694,-98,DesertMarathon,42195,0.571709879,-14,15181,0.452854437,0.018889651,Failure
InternationalTiberiasWinnerMarathon,מרוץאייל,15000,0.241349605,-57,מרוץהלילהשלנהריה,10000,0.238347859,-32,13966,0.403758217,0.163909485,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.260025279,-35,מרוץאייל,15000,0.253553482,-20,15399,0.472229551,0.215440171,Failure
מרתוןטבריהWinner,המרתוןהמדבריאילת,21097,0.262149141,-49,מרוץאייל,15000,0.274084709,-6,14043,0.382783641,0.114666716,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.355279789,-35,מרוץאייל,15000,0.27867911,-20,15480,0.477572559,0.16059311,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.368493623,-35,מרוץאייל,15000,0.335391242,-20,14959,0.443205805,0.091263372,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.147535333,-35,מרוץאייל,15000,0.124192391,-20,10799,0.168799472,0.032935611,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.161898196,-35,מרוץאייל,15000,0.138262742,-20,11173,0.193469657,0.043389188,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.174192807,-84,מרוץאייל,15000,0.145010768,-20,11652,0.211081451,0.051479663,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.160404458,-35,מרוץאייל,15000,0.15678392,-20,11311,0.202572559,0.04397837,Failure
JerusalemMarathon,מרתוןטבריהWinner,42195,0.362335092,-70,חצימרתוןעמקהמעיינות,21097,0.194530622,-35,13294,0.320038107,0.04160525,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.188096059,-35,מרוץאייל,15000,0.180043073,-20,11985,0.247031662,0.062962097,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.186487418,-35,המרתוןהמדבריאילת,21097,0.125994973,-14,11567,0.219459103,0.063217907,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.135292434,-21,מרתוןטבריהWinner,10000,0.097271649,-49,11411,0.200444586,0.084162544,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.443525221,-84,מרוץאייל,15000,0.412921752,-20,16560,0.530633505,0.102410018,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.312421004,-84,מרוץאייל,15000,0.338119167,-20,14249,0.38016798,0.054897894,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.309185838,-77,מרוץאייל,15000,0.331371141,-27,14468,0.39442672,0.074148231,Failure
מרתוןסמסונגתל-אביב,מרוץהערבהעשיוניפרידמן,21097,0.32251043,-59,מרוץאייל,15000,0.263029433,-45,13459,0.328732339,0.035962408,Failure
מרתוןסמסונגתל-אביב,מרוץראשוןלציון,15000,0.388600195,-21,מרוץאייל,15000,0.305096913,-83,15175,0.440458363,0.093609809,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.313340228,-35,מרוץאייל,15000,0.299210337,-20,14714,0.427044855,0.120769572,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.343559692,-84,מרוץאייל,15000,0.286719311,-20,16668,0.537665213,0.222525711,Failure
מרתוןטבריהWinner,המרתוןהמדבריאילת,21097,0.267176372,-49,מרוץאייל,15000,0.285570711,-6,13581,0.352308707,0.075935166,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.355279789,-84,מרוץאייל,15000,0.28126346,-20,15195,0.441760531,0.123488907,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.285418821,-35,מרוץאייל,15000,0.250825556,-20,13707,0.360620053,0.092497864,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.233374678,-14,חצימרתוןעמקהמעיינות,21097,0.264966104,-84,13793,0.358969156,0.109798765,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.267608871,-35,מרוץאייל,15000,0.247092606,-20,15066,0.450263852,0.192913114,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,42195,0.389313984,-49,חצימרתוןעמקהמעיינות,21097,0.243019648,-35,13460,0.328797448,0.012630631,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.265081007,-84,מרוץאייל,15000,0.23890883,-20,14277,0.381991015,0.129996097,Failure
מרתוןסמסונגתל-אביב,חצימרתוןעמקהמעיינות,21097,0.312076296,-84,מרוץאייל,15000,0.212921752,-20,12283,0.252164854,-0.010334169,Success
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.228771688,-35,מרוץאייל,15000,0.211486001,-20,15834,0.500923483,0.280794638,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.51705009,-77,מרוץאייל,15000,0.507824838,-27,16259,0.511035875,-0.001401589,Success
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.132811755,-21,חצימרתוןהשרון,21097,0.038342307,-77,11527,0.207812004,0.122234973,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.441686775,-35,המרתוןהמדבריאילת,42195,0.302582707,-14,14077,0.385026385,0.012891644,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.175226933,-35,המרתוןהמדבריאילת,42195,0.261639458,-14,11888,0.240633245,0.02220005,Failure
JerusalemMarathon,חצימרתוןעמקהמעיינות,21097,0.289785132,-105,המרתוןהמדבריאילת,42195,0.707523538,-14,14802,0.415814544,-0.082839791,Success
מרתוןסמסונגתל-אביב,מרוץאייל,15000,0.336396267,-104,מרוץחיפה,21097,0.379362145,-8,15825,0.482778827,0.124899621,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.357885698,-21,המרתוןהמדבריאילת,21097,0.241202346,-98,14194,0.377199111,0.077655089,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.505390707,-21,מרתוןטבריהWinner,10000,0.326215896,-49,17681,0.598666243,0.182862942,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.237710788,-14,חצימרתוןעמקהמעיינות,21097,0.239802367,-84,12982,0.304112554,0.065355976,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.340572216,-35,חצימרתוןחיפהה-19,21097,0.404775202,-28,15643,0.488324538,0.115650829,Failure
JerusalemMarathon,מרתוןטבריהWinner,42195,0.545316623,-70,חצימרתוןעמקהמעיינות,21097,0.462714007,-35,17897,0.612384884,0.108369569,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.504913653,-21,מרתוןסמסונגתל-אביב,21097,0.502528385,0,16844,0.54550651,0.041785491,Failure
מרתוןטבריהWinner,חצימרתוןעמקהמעיינות,21097,0.3359761,-35,חצימרתוןעמקהמעיינות,21097,0.438584396,0,17507,0.611279683,0.223999435,Failure
JerusalemMarathon,מרוץהתחתוניםה-6,10000,0.42716958,-77,חצימרתוןעמקהמעיינות,21097,0.387797311,-28,14965,0.426167037,0.018683592,Failure
מרתוןסמסונגתל-אביב,חצימרתוןהשרון,21097,0.344428129,-77,חצימרתוןעמקהמעיינות,21097,0.355969206,-7,15115,0.436551859,0.086353192,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.408620353,-21,חצימרתוןעמקהמעיינות,21097,0.32333678,-84,15470,0.458240711,0.092262145,Failure
מרתוןסמסונגתל-אביב,מרוץראשוןלציון,15000,0.249594024,-21,חצימרתוןעמקהמעיינות,21097,0.308973917,-63,15629,0.470017579,0.190733609,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,21097,0.263333651,-14,חצימרתוןעמקהמעיינות,21097,0.38377571,-84,14600,0.413555195,0.090000514,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,42195,0.283905013,-49,חצימרתוןעמקהמעיינות,21097,0.210502126,-35,12915,0.293313367,0.046109797,Failure
מרתוןסמסונגתל-אביב,מרתוןטבריהWinner,42195,0.249472296,-49,חצימרתוןעמקהמעיינות,21097,0.19682868,-35,12695,0.278989518,0.05583903,Failure
JerusalemMarathon,מרתוןסמסונגתל-אביב,42195,0.345790742,-14,חצימרתוןהשרון,21097,0.248327623,-91,15126,0.449134199,0.152075017,Failure
